Date,DayOfWeek,PdDistrict,new_cat_domestic,new_cat_drug,new_cat_kidnap,new_cat_others,new_cat_public,new_cat_sex,new_cat_suicide,new_cat_theft,sum_crime_district,sunrise_time,sunset_time,daylight_hours
01/28/2015,Wednesday,MISSION,0,0,0,8,16,0,0,22,46,716,1729,10.216666666666667
01/28/2015,Wednesday,NORTHERN,1,1,1,6,14,0,0,30,53,716,1729,10.216666666666667
01/28/2015,Wednesday,PARK,1,1,0,3,5,0,0,13,23,716,1729,10.216666666666667
01/28/2015,Wednesday,RICHMOND,0,0,0,6,2,0,0,9,17,716,1729,10.216666666666667
01/28/2015,Wednesday,SOUTHERN,0,0,1,8,17,0,0,47,73,716,1729,10.216666666666667
01/28/2015,Wednesday,TARAVAL,0,0,0,7,3,1,0,9,20,716,1729,10.216666666666667
01/28/2015,Wednesday,TENDERLOIN,0,1,0,2,9,0,0,9,21,716,1729,10.216666666666667
01/28/2016,Thursday,BAYVIEW,1,1,0,6,9,0,0,14,31,716,1728,10.2
01/28/2016,Thursday,CENTRAL,0,1,0,3,4,1,0,25,34,716,1728,10.2
01/28/2016,Thursday,INGLESIDE,1,1,0,8,11,0,0,11,32,716,1728,10.2
01/28/2016,Thursday,MISSION,0,1,0,8,14,0,0,17,40,716,1728,10.2
01/28/2016,Thursday,NORTHERN,0,0,0,2,8,0,0,29,39,716,1728,10.2
01/28/2016,Thursday,PARK,0,0,0,5,5,0,0,14,24,716,1728,10.2
01/28/2016,Thursday,RICHMOND,0,0,0,2,5,1,0,10,18,716,1728,10.2
01/28/2016,Thursday,SOUTHERN,1,2,0,12,13,1,0,37,66,716,1728,10.2
01/28/2016,Thursday,TARAVAL,0,0,0,6,8,2,0,9,25,716,1728,10.2
01/28/2016,Thursday,TENDERLOIN,0,2,0,2,8,1,0,7,20,716,1728,10.2
01/28/2017,Saturday,BAYVIEW,0,0,0,6,9,0,0,16,31,715,1729,10.233333333333333
01/28/2017,Saturday,CENTRAL,0,0,0,6,15,0,0,32,53,715,1729,10.233333333333333
01/28/2017,Saturday,INGLESIDE,1,0,0,4,3,0,1,11,20,715,1729,10.233333333333333
01/28/2017,Saturday,MISSION,1,2,0,4,13,1,0,33,54,715,1729,10.233333333333333
01/28/2017,Saturday,NORTHERN,0,4,0,5,15,1,0,41,66,715,1729,10.233333333333333
01/28/2017,Saturday,PARK,0,0,0,3,1,0,0,13,17,715,1729,10.233333333333333
01/28/2017,Saturday,RICHMOND,0,1,0,6,3,0,0,15,25,715,1729,10.233333333333333
01/28/2017,Saturday,SOUTHERN,0,0,0,6,13,0,0,39,58,715,1729,10.233333333333333
01/28/2017,Saturday,TARAVAL,4,1,0,1,5,0,0,13,24,715,1729,10.233333333333333
01/28/2017,Saturday,TENDERLOIN,0,0,0,1,6,0,0,8,15,715,1729,10.233333333333333
01/29/2012,Sunday,BAYVIEW,0,0,0,7,7,0,0,9,23,715,1729,10.233333333333333
01/29/2012,Sunday,CENTRAL,0,1,0,4,10,0,0,19,34,715,1729,10.233333333333333
01/29/2012,Sunday,INGLESIDE,2,0,0,6,10,1,0,12,31,715,1729,10.233333333333333
01/29/2012,Sunday,MISSION,0,2,0,9,13,0,0,8,32,715,1729,10.233333333333333
01/29/2012,Sunday,NORTHERN,1,2,0,4,14,0,0,16,37,715,1729,10.233333333333333
01/29/2012,Sunday,PARK,1,1,0,6,9,0,0,12,29,715,1729,10.233333333333333
01/29/2012,Sunday,RICHMOND,0,1,0,4,9,0,0,9,23,715,1729,10.233333333333333
01/29/2012,Sunday,SOUTHERN,0,3,0,4,16,0,0,25,48,715,1729,10.233333333333333
01/29/2012,Sunday,TARAVAL,1,0,0,4,6,0,0,10,21,715,1729,10.233333333333333
01/29/2012,Sunday,TENDERLOIN,0,1,0,4,4,0,0,9,18,715,1729,10.233333333333333
01/29/2013,Tuesday,BAYVIEW,0,0,0,6,8,0,0,11,25,715,1730,10.25
01/29/2013,Tuesday,CENTRAL,2,1,0,1,7,0,0,14,25,715,1730,10.25
01/29/2013,Tuesday,INGLESIDE,0,0,0,10,3,0,0,19,32,715,1730,10.25
01/29/2013,Tuesday,MISSION,1,3,0,11,12,2,0,18,47,715,1730,10.25
01/29/2013,Tuesday,NORTHERN,1,5,0,10,16,0,0,23,55,715,1730,10.25
01/29/2013,Tuesday,PARK,0,0,0,9,2,0,0,5,16,715,1730,10.25
01/29/2013,Tuesday,RICHMOND,0,1,0,2,3,0,0,8,14,715,1730,10.25
01/29/2013,Tuesday,SOUTHERN,4,2,0,9,12,1,0,30,58,715,1730,10.25
01/29/2013,Tuesday,TARAVAL,1,0,0,5,4,0,0,15,25,715,1730,10.25
01/29/2013,Tuesday,TENDERLOIN,0,3,0,2,11,0,0,10,26,715,1730,10.25
01/29/2014,Wednesday,BAYVIEW,2,0,1,3,9,0,0,14,29,715,1730,10.25
01/29/2014,Wednesday,CENTRAL,1,0,0,2,10,0,0,18,31,715,1730,10.25
01/29/2014,Wednesday,INGLESIDE,1,1,1,8,10,0,0,7,28,715,1730,10.25
01/29/2014,Wednesday,MISSION,0,1,0,9,15,2,0,22,49,715,1730,10.25
01/29/2014,Wednesday,NORTHERN,0,2,0,6,10,0,0,16,34,715,1730,10.25
01/29/2014,Wednesday,PARK,1,1,2,4,4,1,0,7,20,715,1730,10.25
01/29/2014,Wednesday,RICHMOND,0,0,0,1,0,0,0,12,13,715,1730,10.25
01/29/2014,Wednesday,SOUTHERN,0,0,0,11,21,1,0,25,58,715,1730,10.25
01/29/2014,Wednesday,TARAVAL,1,0,0,4,3,0,0,18,26,715,1730,10.25
01/29/2014,Wednesday,TENDERLOIN,1,1,0,0,4,1,0,8,15,715,1730,10.25
01/29/2015,Thursday,BAYVIEW,1,2,0,6,9,0,0,9,27,715,1730,10.25
01/29/2015,Thursday,CENTRAL,1,0,0,5,6,0,0,34,46,715,1730,10.25
01/29/2015,Thursday,INGLESIDE,0,0,0,4,11,0,0,7,22,715,1730,10.25
01/29/2015,Thursday,MISSION,3,0,0,7,11,1,0,15,37,715,1730,10.25
01/29/2015,Thursday,NORTHERN,0,0,0,3,12,0,0,26,41,715,1730,10.25
01/29/2015,Thursday,PARK,1,7,0,6,12,0,0,16,42,715,1730,10.25
01/29/2015,Thursday,RICHMOND,0,0,0,1,3,0,0,8,12,715,1730,10.25
01/29/2015,Thursday,SOUTHERN,2,0,0,5,26,12,0,40,85,715,1730,10.25
01/29/2015,Thursday,TARAVAL,0,2,0,4,3,0,0,8,17,715,1730,10.25
01/29/2015,Thursday,TENDERLOIN,1,4,0,2,11,0,0,9,27,715,1730,10.25
01/29/2016,Friday,BAYVIEW,0,1,0,10,12,0,0,12,35,715,1730,10.25
01/29/2016,Friday,CENTRAL,0,0,0,3,10,0,0,24,37,715,1730,10.25
01/29/2016,Friday,INGLESIDE,4,0,0,6,7,0,0,20,37,715,1730,10.25
01/29/2016,Friday,MISSION,0,2,0,11,12,0,0,15,40,715,1730,10.25
01/29/2016,Friday,NORTHERN,0,1,0,7,15,0,0,35,58,715,1730,10.25
01/29/2016,Friday,PARK,1,0,0,2,1,0,0,11,15,715,1730,10.25
01/29/2016,Friday,RICHMOND,1,0,0,5,5,0,0,22,33,715,1730,10.25
01/29/2016,Friday,SOUTHERN,3,1,0,10,13,19,0,32,78,715,1730,10.25
01/29/2016,Friday,TARAVAL,3,0,0,7,3,0,0,17,30,715,1730,10.25
01/29/2016,Friday,TENDERLOIN,0,3,0,7,15,0,0,6,31,715,1730,10.25
01/29/2017,Sunday,BAYVIEW,1,2,0,6,12,0,0,15,36,715,1730,10.25
01/29/2017,Sunday,CENTRAL,0,0,0,1,10,0,0,25,36,715,1730,10.25
01/29/2017,Sunday,INGLESIDE,1,0,0,2,9,1,0,12,25,715,1730,10.25
01/29/2017,Sunday,MISSION,1,0,0,11,23,1,0,19,55,715,1730,10.25
01/29/2017,Sunday,NORTHERN,0,2,0,6,16,0,0,37,61,715,1730,10.25
01/29/2017,Sunday,PARK,1,0,0,2,8,0,0,13,24,715,1730,10.25
01/29/2017,Sunday,RICHMOND,0,0,0,2,1,0,0,12,15,715,1730,10.25
01/29/2017,Sunday,SOUTHERN,0,3,0,6,13,0,0,26,48,715,1730,10.25
01/29/2017,Sunday,TARAVAL,0,1,0,4,8,1,0,14,28,715,1730,10.25
01/29/2017,Sunday,TENDERLOIN,0,1,0,2,11,0,0,8,22,715,1730,10.25
01/30/2012,Monday,BAYVIEW,1,1,0,17,8,0,0,12,39,715,1731,10.266666666666667
01/30/2012,Monday,CENTRAL,0,0,0,2,11,0,0,13,26,715,1731,10.266666666666667
01/30/2012,Monday,INGLESIDE,1,0,0,6,6,1,0,13,27,715,1731,10.266666666666667
01/30/2012,Monday,MISSION,0,1,0,10,12,0,0,17,40,715,1731,10.266666666666667
01/30/2012,Monday,NORTHERN,0,0,0,2,9,0,0,11,22,715,1731,10.266666666666667
01/30/2012,Monday,PARK,1,0,0,3,2,0,0,15,21,715,1731,10.266666666666667
01/30/2012,Monday,RICHMOND,0,1,0,5,4,0,0,4,14,715,1731,10.266666666666667
01/30/2012,Monday,SOUTHERN,0,4,0,11,9,0,0,16,40,715,1731,10.266666666666667
01/30/2012,Monday,TARAVAL,1,0,0,8,7,1,0,4,21,715,1731,10.266666666666667
01/30/2012,Monday,TENDERLOIN,1,7,0,8,7,0,0,4,27,715,1731,10.266666666666667
01/30/2013,Wednesday,BAYVIEW,4,2,0,6,12,0,0,13,37,714,1731,10.283333333333333
01/30/2013,Wednesday,CENTRAL,0,0,0,2,10,0,0,14,26,714,1731,10.283333333333333
01/30/2013,Wednesday,INGLESIDE,0,1,0,6,5,0,0,14,26,714,1731,10.283333333333333
01/30/2013,Wednesday,MISSION,0,0,0,3,11,1,0,22,37,714,1731,10.283333333333333
01/30/2013,Wednesday,NORTHERN,0,0,0,7,7,2,0,20,36,714,1731,10.283333333333333
01/30/2013,Wednesday,PARK,0,1,0,4,1,0,0,11,17,714,1731,10.283333333333333
01/30/2013,Wednesday,RICHMOND,0,0,1,3,4,0,0,9,17,714,1731,10.283333333333333
01/30/2013,Wednesday,SOUTHERN,1,1,0,5,15,0,0,24,46,714,1731,10.283333333333333
01/30/2013,Wednesday,TARAVAL,0,0,0,7,9,0,0,11,27,714,1731,10.283333333333333
01/30/2013,Wednesday,TENDERLOIN,0,8,0,7,12,2,0,7,36,714,1731,10.283333333333333
01/30/2014,Thursday,BAYVIEW,1,1,0,7,5,0,0,15,29,714,1731,10.283333333333333
01/30/2014,Thursday,CENTRAL,0,1,0,3,7,1,0,34,46,714,1731,10.283333333333333
01/30/2014,Thursday,INGLESIDE,1,0,1,7,9,0,1,15,34,714,1731,10.283333333333333
01/30/2014,Thursday,MISSION,6,1,0,5,8,2,0,18,40,714,1731,10.283333333333333
01/30/2014,Thursday,NORTHERN,2,2,0,9,9,0,0,23,45,714,1731,10.283333333333333
01/30/2014,Thursday,PARK,1,2,0,4,2,0,0,5,14,714,1731,10.283333333333333
01/30/2014,Thursday,RICHMOND,1,0,0,2,5,0,0,12,20,714,1731,10.283333333333333
01/30/2014,Thursday,SOUTHERN,1,1,0,10,9,0,0,21,42,714,1731,10.283333333333333
01/30/2014,Thursday,TARAVAL,1,0,0,2,5,0,0,11,19,714,1731,10.283333333333333
01/30/2014,Thursday,TENDERLOIN,0,1,0,4,7,0,0,10,22,714,1731,10.283333333333333
01/30/2015,Friday,BAYVIEW,1,1,0,5,8,0,0,9,24,714,1731,10.283333333333333
01/30/2015,Friday,CENTRAL,1,1,0,4,6,0,0,35,47,714,1731,10.283333333333333
01/30/2015,Friday,INGLESIDE,1,1,0,12,5,0,0,13,32,714,1731,10.283333333333333
01/30/2015,Friday,MISSION,1,2,0,10,11,2,0,19,45,714,1731,10.283333333333333
01/30/2015,Friday,NORTHERN,0,2,0,10,14,1,0,30,57,714,1731,10.283333333333333
01/30/2015,Friday,PARK,1,2,1,2,14,0,0,9,29,714,1731,10.283333333333333
01/30/2015,Friday,RICHMOND,0,0,0,5,7,1,0,13,26,714,1731,10.283333333333333
01/30/2015,Friday,SOUTHERN,0,0,0,8,21,1,0,37,67,714,1731,10.283333333333333
01/30/2015,Friday,TARAVAL,1,0,0,10,4,5,0,12,32,714,1731,10.283333333333333
01/30/2015,Friday,TENDERLOIN,0,1,1,4,6,3,0,7,22,714,1731,10.283333333333333
01/30/2016,Saturday,BAYVIEW,3,0,0,7,8,2,0,12,32,714,1731,10.283333333333333
01/30/2016,Saturday,CENTRAL,2,0,0,3,9,0,0,28,42,714,1731,10.283333333333333
01/30/2016,Saturday,INGLESIDE,2,0,0,4,12,0,1,5,24,714,1731,10.283333333333333
01/30/2016,Saturday,MISSION,1,1,0,7,12,0,0,9,30,714,1731,10.283333333333333
01/30/2016,Saturday,NORTHERN,3,2,0,3,21,1,0,28,58,714,1731,10.283333333333333
01/30/2016,Saturday,PARK,1,1,0,1,8,0,0,11,22,714,1731,10.283333333333333
01/30/2016,Saturday,RICHMOND,0,0,0,4,5,0,0,19,28,714,1731,10.283333333333333
01/30/2016,Saturday,SOUTHERN,1,3,0,7,23,0,0,21,55,714,1731,10.283333333333333
01/30/2016,Saturday,TARAVAL,0,0,0,2,8,0,0,10,20,714,1731,10.283333333333333
01/30/2016,Saturday,TENDERLOIN,0,0,0,1,7,2,0,9,19,714,1731,10.283333333333333
01/30/2017,Monday,BAYVIEW,0,0,0,8,22,1,0,11,42,714,1731,10.283333333333333
01/30/2017,Monday,CENTRAL,1,0,0,2,9,0,0,27,39,714,1731,10.283333333333333
01/30/2017,Monday,INGLESIDE,2,0,0,4,5,2,0,8,21,714,1731,10.283333333333333
01/30/2017,Monday,MISSION,0,1,0,11,22,1,0,32,67,714,1731,10.283333333333333
01/30/2017,Monday,NORTHERN,2,2,0,7,13,0,0,42,66,714,1731,10.283333333333333
01/30/2017,Monday,PARK,0,0,0,0,3,0,0,6,9,714,1731,10.283333333333333
01/30/2017,Monday,RICHMOND,1,0,0,3,9,1,0,9,23,714,1731,10.283333333333333
01/30/2017,Monday,SOUTHERN,1,2,0,7,15,3,0,21,49,714,1731,10.283333333333333
01/30/2017,Monday,TARAVAL,3,0,0,8,8,0,0,12,31,714,1731,10.283333333333333
01/30/2017,Monday,TENDERLOIN,1,2,0,2,7,0,0,7,19,714,1731,10.283333333333333
01/31/2012,Tuesday,BAYVIEW,1,4,0,11,15,0,0,10,41,714,1732,10.3
01/31/2012,Tuesday,CENTRAL,0,2,0,4,9,0,1,10,26,714,1732,10.3
01/31/2012,Tuesday,INGLESIDE,0,1,0,4,8,1,0,11,25,714,1732,10.3
01/31/2012,Tuesday,MISSION,0,3,0,7,14,1,0,17,42,714,1732,10.3
01/31/2012,Tuesday,NORTHERN,0,1,0,3,6,0,0,17,27,714,1732,10.3
01/31/2012,Tuesday,PARK,0,0,0,4,5,0,0,6,15,714,1732,10.3
01/31/2012,Tuesday,RICHMOND,0,0,0,4,4,0,0,4,12,714,1732,10.3
01/31/2012,Tuesday,SOUTHERN,1,0,0,13,14,0,0,22,50,714,1732,10.3
01/31/2012,Tuesday,TARAVAL,1,1,0,9,6,1,0,6,24,714,1732,10.3
01/31/2012,Tuesday,TENDERLOIN,2,10,1,5,14,3,0,5,40,714,1732,10.3
01/31/2013,Thursday,BAYVIEW,0,1,0,8,19,0,0,9,37,713,1733,10.333333333333334
01/31/2013,Thursday,CENTRAL,0,1,0,3,12,0,0,14,30,713,1733,10.333333333333334
01/31/2013,Thursday,INGLESIDE,1,1,0,7,6,0,0,12,27,713,1733,10.333333333333334
01/31/2013,Thursday,MISSION,3,4,0,15,18,2,0,15,57,713,1733,10.333333333333334
01/31/2013,Thursday,NORTHERN,1,6,0,12,17,1,0,29,66,713,1733,10.333333333333334
01/31/2013,Thursday,PARK,1,1,0,7,5,0,0,12,26,713,1733,10.333333333333334
01/31/2013,Thursday,RICHMOND,1,1,0,3,6,0,0,8,19,713,1733,10.333333333333334
01/31/2013,Thursday,SOUTHERN,0,5,0,10,26,0,0,33,74,713,1733,10.333333333333334
01/31/2013,Thursday,TARAVAL,0,1,0,8,9,0,0,9,27,713,1733,10.333333333333334
01/31/2013,Thursday,TENDERLOIN,0,5,0,7,12,0,0,10,34,713,1733,10.333333333333334
01/31/2014,Friday,BAYVIEW,1,0,1,5,8,0,0,16,31,713,1732,10.316666666666666
01/31/2014,Friday,CENTRAL,2,0,1,7,9,1,0,16,36,713,1732,10.316666666666666
01/31/2014,Friday,INGLESIDE,0,0,1,2,4,0,0,13,20,713,1732,10.316666666666666
01/31/2014,Friday,MISSION,1,1,0,10,12,0,0,12,36,713,1732,10.316666666666666
01/31/2014,Friday,NORTHERN,2,1,0,5,8,0,0,30,46,713,1732,10.316666666666666
01/31/2014,Friday,PARK,3,1,0,0,3,0,0,8,15,713,1732,10.316666666666666
01/31/2014,Friday,RICHMOND,0,0,0,0,3,1,0,9,13,713,1732,10.316666666666666
01/31/2014,Friday,SOUTHERN,2,1,0,8,16,0,0,31,58,713,1732,10.316666666666666
01/31/2014,Friday,TARAVAL,1,1,0,7,4,0,0,10,23,713,1732,10.316666666666666
01/31/2014,Friday,TENDERLOIN,0,1,0,3,8,0,0,6,18,713,1732,10.316666666666666
01/31/2015,Saturday,BAYVIEW,1,1,0,9,12,0,0,19,42,713,1732,10.316666666666666
01/31/2015,Saturday,CENTRAL,1,0,0,2,11,0,0,35,49,713,1732,10.316666666666666
01/31/2015,Saturday,INGLESIDE,0,0,0,6,16,0,0,12,34,713,1732,10.316666666666666
01/31/2015,Saturday,MISSION,0,1,0,7,13,0,0,15,36,713,1732,10.316666666666666
01/31/2015,Saturday,NORTHERN,0,1,2,8,7,0,0,40,58,713,1732,10.316666666666666
01/31/2015,Saturday,PARK,0,0,0,2,2,0,0,4,8,713,1732,10.316666666666666
01/31/2015,Saturday,RICHMOND,1,0,0,2,3,0,0,12,18,713,1732,10.316666666666666
01/31/2015,Saturday,SOUTHERN,1,2,0,6,17,1,0,35,62,713,1732,10.316666666666666
01/31/2015,Saturday,TARAVAL,3,0,0,6,9,0,0,12,30,713,1732,10.316666666666666
01/31/2015,Saturday,TENDERLOIN,0,1,0,3,8,0,0,11,23,713,1732,10.316666666666666
01/31/2016,Sunday,BAYVIEW,3,0,0,7,8,0,0,7,25,714,1732,10.3
01/31/2016,Sunday,CENTRAL,1,0,0,5,19,0,0,21,46,714,1732,10.3
01/31/2016,Sunday,INGLESIDE,0,0,0,7,9,1,0,10,27,714,1732,10.3
01/31/2016,Sunday,MISSION,1,1,0,6,14,2,0,8,32,714,1732,10.3
01/31/2016,Sunday,NORTHERN,0,1,0,5,11,0,0,23,40,714,1732,10.3
01/31/2016,Sunday,PARK,1,1,0,6,5,0,0,11,24,714,1732,10.3
01/31/2016,Sunday,RICHMOND,2,0,0,0,1,0,0,13,16,714,1732,10.3
01/31/2016,Sunday,SOUTHERN,2,0,0,11,20,0,0,35,68,714,1732,10.3
01/31/2016,Sunday,TARAVAL,0,0,0,1,3,2,0,6,12,714,1732,10.3
01/31/2016,Sunday,TENDERLOIN,0,1,0,1,4,1,0,4,11,714,1732,10.3
01/31/2017,Tuesday,BAYVIEW,0,1,0,9,11,0,0,9,30,713,1733,10.333333333333334
01/31/2017,Tuesday,CENTRAL,0,0,0,2,10,1,0,11,24,713,1733,10.333333333333334
01/31/2017,Tuesday,INGLESIDE,1,0,0,2,9,0,0,21,33,713,1733,10.333333333333334
01/31/2017,Tuesday,MISSION,2,1,0,4,19,0,0,21,47,713,1733,10.333333333333334
01/31/2017,Tuesday,NORTHERN,1,4,0,6,10,0,0,32,53,713,1733,10.333333333333334
01/31/2017,Tuesday,PARK,0,0,0,3,4,0,0,5,12,713,1733,10.333333333333334
01/31/2017,Tuesday,RICHMOND,0,0,0,3,9,0,0,28,40,713,1733,10.333333333333334
01/31/2017,Tuesday,SOUTHERN,2,0,0,8,18,0,0,30,58,713,1733,10.333333333333334
01/31/2017,Tuesday,TARAVAL,2,0,0,11,15,1,0,18,47,713,1733,10.333333333333334
01/31/2017,Tuesday,TENDERLOIN,0,1,0,4,6,2,0,6,19,713,1733,10.333333333333334
02/01/2012,Wednesday,BAYVIEW,3,3,0,12,8,0,0,7,33,713,1733,10.333333333333334
02/01/2012,Wednesday,CENTRAL,0,2,0,5,7,0,0,11,25,713,1733,10.333333333333334
02/01/2012,Wednesday,INGLESIDE,0,1,0,12,10,0,0,17,40,713,1733,10.333333333333334
02/01/2012,Wednesday,MISSION,0,4,1,8,19,3,0,19,54,713,1733,10.333333333333334
02/01/2012,Wednesday,NORTHERN,0,2,0,4,13,0,0,14,33,713,1733,10.333333333333334
02/01/2012,Wednesday,PARK,0,1,0,7,2,0,0,8,18,713,1733,10.333333333333334
02/01/2012,Wednesday,RICHMOND,0,1,1,4,3,0,0,9,18,713,1733,10.333333333333334
02/01/2012,Wednesday,SOUTHERN,2,5,0,12,17,0,0,19,55,713,1733,10.333333333333334
02/01/2012,Wednesday,TARAVAL,3,1,0,6,12,0,0,14,36,713,1733,10.333333333333334
02/01/2012,Wednesday,TENDERLOIN,1,3,0,8,13,0,0,5,30,713,1733,10.333333333333334
02/01/2013,Friday,BAYVIEW,0,4,0,9,13,0,0,15,41,712,1734,10.366666666666667
02/01/2013,Friday,CENTRAL,1,0,0,3,8,0,0,14,26,712,1734,10.366666666666667
02/01/2013,Friday,INGLESIDE,1,0,0,8,12,0,0,17,38,712,1734,10.366666666666667
02/01/2013,Friday,MISSION,1,3,0,10,12,3,0,20,49,712,1734,10.366666666666667
02/01/2013,Friday,NORTHERN,0,0,0,12,5,1,0,29,47,712,1734,10.366666666666667
02/01/2013,Friday,PARK,2,1,0,11,4,0,0,10,28,712,1734,10.366666666666667
02/01/2013,Friday,RICHMOND,0,0,0,6,4,0,1,8,19,712,1734,10.366666666666667
02/01/2013,Friday,SOUTHERN,1,5,1,5,17,2,0,32,63,712,1734,10.366666666666667
02/01/2013,Friday,TARAVAL,3,0,0,11,10,0,0,15,39,712,1734,10.366666666666667
02/01/2013,Friday,TENDERLOIN,0,4,0,5,9,0,0,9,27,712,1734,10.366666666666667
02/01/2014,Saturday,BAYVIEW,2,1,2,14,14,3,0,13,49,712,1733,10.35
02/01/2014,Saturday,CENTRAL,0,0,0,8,10,1,0,26,45,712,1733,10.35
02/01/2014,Saturday,INGLESIDE,0,0,1,17,12,0,0,12,42,712,1733,10.35
02/01/2014,Saturday,MISSION,1,4,0,10,9,2,0,14,40,712,1733,10.35
02/01/2014,Saturday,NORTHERN,0,1,0,10,14,1,0,25,51,712,1733,10.35
02/01/2014,Saturday,PARK,2,0,0,1,4,0,0,8,15,712,1733,10.35
02/01/2014,Saturday,RICHMOND,0,0,0,3,3,0,0,10,16,712,1733,10.35
02/01/2014,Saturday,SOUTHERN,4,5,1,14,16,0,0,31,71,712,1733,10.35
02/01/2014,Saturday,TARAVAL,5,0,0,7,9,0,0,5,26,712,1733,10.35
02/01/2014,Saturday,TENDERLOIN,1,1,1,3,10,1,0,8,25,712,1733,10.35
02/01/2015,Sunday,BAYVIEW,0,0,0,3,16,0,0,11,30,713,1733,10.333333333333334
02/01/2015,Sunday,CENTRAL,2,0,0,6,14,2,0,22,46,713,1733,10.333333333333334
02/01/2015,Sunday,INGLESIDE,1,0,0,4,10,2,0,16,33,713,1733,10.333333333333334
02/01/2015,Sunday,MISSION,0,3,0,11,16,0,0,27,57,713,1733,10.333333333333334
02/01/2015,Sunday,NORTHERN,0,1,1,6,11,0,0,28,47,713,1733,10.333333333333334
02/01/2015,Sunday,PARK,3,0,0,3,4,0,0,6,16,713,1733,10.333333333333334
02/01/2015,Sunday,RICHMOND,0,0,0,5,6,1,0,18,30,713,1733,10.333333333333334
02/01/2015,Sunday,SOUTHERN,2,1,0,10,9,0,0,27,49,713,1733,10.333333333333334
02/01/2015,Sunday,TARAVAL,1,0,0,3,6,0,0,14,24,713,1733,10.333333333333334
02/01/2015,Sunday,TENDERLOIN,1,3,0,8,10,0,0,12,34,713,1733,10.333333333333334
02/01/2016,Monday,BAYVIEW,2,0,0,10,11,0,0,13,36,713,1733,10.333333333333334
02/01/2016,Monday,CENTRAL,0,1,0,13,16,1,0,29,60,713,1733,10.333333333333334
02/01/2016,Monday,INGLESIDE,3,0,0,9,11,0,0,14,37,713,1733,10.333333333333334
02/01/2016,Monday,MISSION,2,2,0,11,18,0,0,10,43,713,1733,10.333333333333334
02/01/2016,Monday,NORTHERN,1,3,0,20,8,0,0,30,62,713,1733,10.333333333333334
02/01/2016,Monday,PARK,2,0,0,3,6,0,0,10,21,713,1733,10.333333333333334
02/01/2016,Monday,RICHMOND,0,0,1,2,2,1,0,11,17,713,1733,10.333333333333334
02/01/2016,Monday,SOUTHERN,1,3,1,14,24,1,0,35,79,713,1733,10.333333333333334
02/01/2016,Monday,TARAVAL,0,0,0,4,4,0,0,19,27,713,1733,10.333333333333334
02/01/2016,Monday,TENDERLOIN,0,0,1,4,11,1,0,4,21,713,1733,10.333333333333334
02/01/2017,Wednesday,BAYVIEW,0,1,0,8,9,0,0,15,33,712,1734,10.366666666666667
02/01/2017,Wednesday,CENTRAL,0,0,0,6,10,0,0,20,36,712,1734,10.366666666666667
02/01/2017,Wednesday,INGLESIDE,1,0,0,4,11,0,0,11,27,712,1734,10.366666666666667
02/01/2017,Wednesday,MISSION,1,1,0,18,20,1,0,24,65,712,1734,10.366666666666667
02/01/2017,Wednesday,NORTHERN,0,0,0,10,11,2,0,31,54,712,1734,10.366666666666667
02/01/2017,Wednesday,PARK,3,0,0,4,12,0,0,12,31,712,1734,10.366666666666667
02/01/2017,Wednesday,RICHMOND,0,0,0,5,2,1,0,16,24,712,1734,10.366666666666667
02/01/2017,Wednesday,SOUTHERN,0,3,0,6,23,1,0,33,66,712,1734,10.366666666666667
02/01/2017,Wednesday,TARAVAL,4,0,0,11,7,1,0,12,35,712,1734,10.366666666666667
02/01/2017,Wednesday,TENDERLOIN,0,1,0,7,8,0,0,8,24,712,1734,10.366666666666667
02/02/2012,Thursday,BAYVIEW,0,0,0,7,14,0,0,8,29,712,1734,10.366666666666667
02/02/2012,Thursday,CENTRAL,1,2,0,7,9,1,0,6,26,712,1734,10.366666666666667
02/02/2012,Thursday,INGLESIDE,1,2,0,5,8,0,0,13,29,712,1734,10.366666666666667
02/02/2012,Thursday,MISSION,0,1,1,4,15,1,0,17,39,712,1734,10.366666666666667
02/02/2012,Thursday,NORTHERN,2,2,2,2,13,1,0,12,34,712,1734,10.366666666666667
02/02/2012,Thursday,PARK,2,0,0,1,2,0,0,9,14,712,1734,10.366666666666667
02/02/2012,Thursday,RICHMOND,0,0,0,3,5,0,0,6,14,712,1734,10.366666666666667
02/02/2012,Thursday,SOUTHERN,1,3,1,6,13,1,0,22,47,712,1734,10.366666666666667
02/02/2012,Thursday,TARAVAL,3,1,0,4,6,1,0,10,25,712,1734,10.366666666666667
02/02/2012,Thursday,TENDERLOIN,0,9,0,6,8,0,0,5,28,712,1734,10.366666666666667
02/02/2013,Saturday,BAYVIEW,0,1,0,9,19,0,0,11,40,711,1735,10.4
02/02/2013,Saturday,CENTRAL,0,1,0,4,5,0,0,18,28,711,1735,10.4
02/02/2013,Saturday,INGLESIDE,0,3,0,5,10,0,0,8,26,711,1735,10.4
02/02/2013,Saturday,MISSION,3,2,0,19,15,0,0,11,50,711,1735,10.4
02/02/2013,Saturday,NORTHERN,0,1,0,4,9,0,0,30,44,711,1735,10.4
02/02/2013,Saturday,PARK,3,2,0,2,5,0,0,6,18,711,1735,10.4
02/02/2013,Saturday,RICHMOND,0,0,0,2,4,0,0,6,12,711,1735,10.4
02/02/2013,Saturday,SOUTHERN,0,1,0,6,20,0,1,28,56,711,1735,10.4
