Date,DayOfWeek,PdDistrict,new_cat_domestic,new_cat_drug,new_cat_kidnap,new_cat_others,new_cat_public,new_cat_sex,new_cat_suicide,new_cat_theft,sum_crime_district
03/01/2015,Sunday,BAYVIEW,1,2,0,14,12,1,0,9,39
03/01/2015,Sunday,CENTRAL,2,1,0,4,11,0,0,25,43
03/01/2015,Sunday,INGLESIDE,2,0,0,6,6,0,0,14,28
03/01/2015,Sunday,MISSION,0,2,1,10,28,1,0,9,51
03/01/2015,Sunday,NORTHERN,0,2,0,7,10,2,0,24,45
03/01/2015,Sunday,PARK,1,0,0,8,5,2,0,7,23
03/01/2015,Sunday,RICHMOND,0,0,0,4,4,0,0,12,20
03/01/2015,Sunday,SOUTHERN,2,4,0,8,19,1,0,37,71
03/01/2015,Sunday,TARAVAL,0,1,0,14,12,2,0,15,44
03/01/2015,Sunday,TENDERLOIN,1,4,0,5,7,0,0,12,29
03/01/2016,Tuesday,BAYVIEW,2,0,0,6,3,0,0,22,33
03/01/2016,Tuesday,CENTRAL,0,0,0,8,13,0,0,26,47
03/01/2016,Tuesday,INGLESIDE,2,0,0,1,10,0,0,13,26
03/01/2016,Tuesday,MISSION,1,2,1,10,11,1,0,12,38
03/01/2016,Tuesday,NORTHERN,1,0,0,7,6,0,0,14,28
03/01/2016,Tuesday,PARK,3,0,0,5,6,1,0,24,39
03/01/2016,Tuesday,RICHMOND,0,0,0,9,8,1,0,12,30
03/01/2016,Tuesday,SOUTHERN,1,0,0,11,25,2,0,22,61
03/01/2016,Tuesday,TARAVAL,0,0,0,6,14,1,0,12,33
03/01/2016,Tuesday,TENDERLOIN,0,1,0,3,7,0,0,1,12
03/01/2017,Wednesday,BAYVIEW,1,0,0,15,16,0,0,20,52
03/01/2017,Wednesday,CENTRAL,1,0,0,5,9,0,0,18,33
03/01/2017,Wednesday,INGLESIDE,1,1,0,10,13,0,0,16,41
03/01/2017,Wednesday,MISSION,0,3,0,12,19,0,0,26,60
03/01/2017,Wednesday,NORTHERN,1,1,0,10,17,0,0,38,67
03/01/2017,Wednesday,PARK,1,1,0,4,3,0,0,12,21
03/01/2017,Wednesday,RICHMOND,1,0,0,7,7,0,0,13,28
03/01/2017,Wednesday,SOUTHERN,1,3,0,10,30,1,0,36,81
03/01/2017,Wednesday,TARAVAL,0,0,0,9,15,0,0,21,45
03/01/2017,Wednesday,TENDERLOIN,1,1,1,5,5,0,0,6,19
03/02/2012,Friday,BAYVIEW,4,1,0,20,10,1,0,8,44
03/02/2012,Friday,CENTRAL,0,1,0,11,7,0,0,15,34
03/02/2012,Friday,INGLESIDE,3,0,0,8,8,0,0,15,34
03/02/2012,Friday,MISSION,1,5,0,9,19,3,0,11,48
03/02/2012,Friday,NORTHERN,0,0,0,6,8,0,0,18,32
03/02/2012,Friday,PARK,2,3,0,6,5,0,0,7,23
03/02/2012,Friday,RICHMOND,1,2,0,4,7,0,0,7,21
03/02/2012,Friday,SOUTHERN,2,2,1,15,19,0,0,18,57
03/02/2012,Friday,TARAVAL,1,0,0,4,9,0,0,8,22
03/02/2012,Friday,TENDERLOIN,0,3,0,4,6,0,0,5,18
03/02/2013,Saturday,BAYVIEW,3,1,1,6,8,0,0,15,34
03/02/2013,Saturday,CENTRAL,2,0,1,3,13,1,0,12,32
03/02/2013,Saturday,INGLESIDE,2,0,0,8,8,1,0,7,26
03/02/2013,Saturday,MISSION,0,1,0,3,22,1,0,13,40
03/02/2013,Saturday,NORTHERN,0,2,0,5,7,0,0,34,48
03/02/2013,Saturday,PARK,1,0,0,2,9,1,0,8,21
03/02/2013,Saturday,RICHMOND,1,0,1,3,3,0,0,6,14
03/02/2013,Saturday,SOUTHERN,2,3,1,8,17,1,0,36,68
03/02/2013,Saturday,TARAVAL,2,0,0,3,8,0,0,10,23
03/02/2013,Saturday,TENDERLOIN,2,5,0,4,6,0,0,6,23
03/02/2014,Sunday,BAYVIEW,1,1,0,7,10,0,0,15,34
03/02/2014,Sunday,CENTRAL,0,1,0,5,5,1,0,17,29
03/02/2014,Sunday,INGLESIDE,1,0,1,3,13,0,0,9,27
03/02/2014,Sunday,MISSION,0,1,1,6,12,0,0,15,35
03/02/2014,Sunday,NORTHERN,2,1,0,4,9,0,0,25,41
03/02/2014,Sunday,PARK,1,1,0,2,5,0,0,6,15
03/02/2014,Sunday,RICHMOND,0,2,0,6,9,0,0,10,27
03/02/2014,Sunday,SOUTHERN,0,3,0,6,17,0,0,25,51
03/02/2014,Sunday,TARAVAL,0,0,0,3,11,0,0,7,21
03/02/2014,Sunday,TENDERLOIN,0,1,1,6,12,1,0,9,30
03/02/2015,Monday,BAYVIEW,2,1,0,8,8,0,0,12,31
03/02/2015,Monday,CENTRAL,1,2,0,8,17,0,0,19,47
03/02/2015,Monday,INGLESIDE,1,1,0,8,9,0,0,9,28
03/02/2015,Monday,MISSION,1,2,0,10,19,0,0,17,49
03/02/2015,Monday,NORTHERN,0,1,0,5,5,0,0,32,43
03/02/2015,Monday,PARK,1,0,0,6,6,0,0,15,28
03/02/2015,Monday,RICHMOND,1,0,0,1,2,0,1,14,19
03/02/2015,Monday,SOUTHERN,0,2,0,3,10,0,0,26,41
03/02/2015,Monday,TARAVAL,0,0,0,2,8,0,0,7,17
03/02/2015,Monday,TENDERLOIN,0,2,0,7,13,2,0,8,32
03/02/2016,Wednesday,BAYVIEW,1,2,0,5,11,0,0,13,32
03/02/2016,Wednesday,CENTRAL,1,0,0,6,14,0,0,26,47
03/02/2016,Wednesday,INGLESIDE,2,1,0,8,6,0,0,9,26
03/02/2016,Wednesday,MISSION,1,3,0,11,16,0,0,12,43
03/02/2016,Wednesday,NORTHERN,1,0,0,4,8,1,0,16,30
03/02/2016,Wednesday,PARK,4,1,0,3,1,0,0,13,22
03/02/2016,Wednesday,RICHMOND,0,0,0,4,4,0,0,20,28
03/02/2016,Wednesday,SOUTHERN,1,1,0,8,21,0,0,30,61
03/02/2016,Wednesday,TARAVAL,2,0,0,4,6,0,0,18,30
03/02/2016,Wednesday,TENDERLOIN,0,2,0,4,4,1,0,7,18
03/02/2017,Thursday,BAYVIEW,0,0,0,5,13,0,0,22,40
03/02/2017,Thursday,CENTRAL,2,1,0,6,14,0,0,17,40
03/02/2017,Thursday,INGLESIDE,0,1,0,3,7,0,0,10,21
03/02/2017,Thursday,MISSION,0,2,0,10,23,0,0,23,58
03/02/2017,Thursday,NORTHERN,0,0,1,7,7,0,0,20,35
03/02/2017,Thursday,PARK,0,0,0,1,3,0,0,6,10
03/02/2017,Thursday,RICHMOND,0,0,0,6,8,0,0,14,28
03/02/2017,Thursday,SOUTHERN,0,1,0,7,36,0,0,26,70
03/02/2017,Thursday,TARAVAL,2,0,0,5,9,4,0,17,37
03/02/2017,Thursday,TENDERLOIN,0,2,0,0,7,0,0,6,15
03/03/2012,Saturday,BAYVIEW,2,1,1,9,6,0,0,4,23
03/03/2012,Saturday,CENTRAL,1,2,0,9,14,1,0,12,39
03/03/2012,Saturday,INGLESIDE,1,0,0,6,7,2,0,14,30
03/03/2012,Saturday,MISSION,1,1,0,6,12,0,0,14,34
03/03/2012,Saturday,NORTHERN,1,1,0,3,10,1,1,19,36
03/03/2012,Saturday,PARK,1,5,0,2,2,0,0,11,21
03/03/2012,Saturday,RICHMOND,0,0,0,5,5,0,0,6,16
03/03/2012,Saturday,SOUTHERN,1,5,0,8,22,1,0,31,68
03/03/2012,Saturday,TARAVAL,0,0,0,6,9,0,0,2,17
03/03/2012,Saturday,TENDERLOIN,0,3,0,3,8,0,0,7,21
03/03/2013,Sunday,BAYVIEW,1,3,0,5,10,1,0,8,28
03/03/2013,Sunday,CENTRAL,0,1,0,1,7,0,0,15,24
03/03/2013,Sunday,INGLESIDE,1,1,0,7,11,0,0,9,29
03/03/2013,Sunday,MISSION,0,2,0,9,15,2,0,14,42
03/03/2013,Sunday,NORTHERN,1,1,0,4,9,0,0,23,38
03/03/2013,Sunday,PARK,0,0,0,2,5,0,0,8,15
03/03/2013,Sunday,RICHMOND,1,0,0,3,3,1,0,8,16
03/03/2013,Sunday,SOUTHERN,0,3,0,5,26,1,0,18,53
03/03/2013,Sunday,TARAVAL,1,1,0,3,4,0,0,15,24
03/03/2013,Sunday,TENDERLOIN,1,3,0,11,7,0,0,7,29
03/03/2014,Monday,BAYVIEW,1,1,0,4,8,1,0,11,26
03/03/2014,Monday,CENTRAL,0,1,0,4,2,0,0,18,25
03/03/2014,Monday,INGLESIDE,0,1,1,6,10,1,0,16,35
03/03/2014,Monday,MISSION,3,2,0,11,11,2,0,11,40
03/03/2014,Monday,NORTHERN,0,1,0,4,14,0,1,19,39
03/03/2014,Monday,PARK,0,1,0,5,5,0,0,5,16
03/03/2014,Monday,RICHMOND,0,1,0,7,1,0,0,10,19
03/03/2014,Monday,SOUTHERN,0,3,0,11,24,0,0,30,68
03/03/2014,Monday,TARAVAL,1,0,0,3,3,0,0,10,17
03/03/2014,Monday,TENDERLOIN,1,5,1,6,5,2,0,1,21
03/03/2015,Tuesday,BAYVIEW,1,1,0,8,8,0,0,11,29
03/03/2015,Tuesday,CENTRAL,1,0,0,5,14,0,0,23,43
03/03/2015,Tuesday,INGLESIDE,1,0,0,12,9,0,0,10,32
03/03/2015,Tuesday,MISSION,0,2,0,9,18,1,0,14,44
03/03/2015,Tuesday,NORTHERN,0,2,1,10,12,0,0,26,51
03/03/2015,Tuesday,PARK,1,0,0,3,6,0,0,8,18
03/03/2015,Tuesday,RICHMOND,1,0,0,2,3,0,0,16,22
03/03/2015,Tuesday,SOUTHERN,2,1,0,6,14,0,0,34,57
03/03/2015,Tuesday,TARAVAL,1,0,0,11,7,0,0,17,36
03/03/2015,Tuesday,TENDERLOIN,0,1,0,5,7,1,0,9,23
03/03/2016,Thursday,BAYVIEW,1,2,0,4,22,0,0,10,39
03/03/2016,Thursday,CENTRAL,1,1,0,9,6,2,0,36,55
03/03/2016,Thursday,INGLESIDE,2,1,0,5,8,0,0,10,26
03/03/2016,Thursday,MISSION,3,1,0,6,10,2,0,14,36
03/03/2016,Thursday,NORTHERN,0,1,0,6,7,0,0,16,30
03/03/2016,Thursday,PARK,1,0,0,1,0,0,0,7,9
03/03/2016,Thursday,RICHMOND,1,0,0,4,3,0,0,13,21
03/03/2016,Thursday,SOUTHERN,0,0,0,6,21,0,0,18,45
03/03/2016,Thursday,TARAVAL,0,0,0,5,6,0,0,11,22
03/03/2016,Thursday,TENDERLOIN,0,1,0,3,12,1,0,7,24
03/03/2017,Friday,BAYVIEW,2,0,0,8,8,0,0,14,32
03/03/2017,Friday,CENTRAL,0,0,1,2,11,2,0,22,38
03/03/2017,Friday,INGLESIDE,0,1,0,8,15,0,0,8,32
03/03/2017,Friday,MISSION,1,3,0,10,24,1,0,24,63
03/03/2017,Friday,NORTHERN,0,1,0,6,12,0,0,38,57
03/03/2017,Friday,PARK,3,0,0,7,4,0,0,10,24
03/03/2017,Friday,RICHMOND,0,0,0,1,4,0,0,6,11
03/03/2017,Friday,SOUTHERN,2,5,0,17,19,0,0,34,77
03/03/2017,Friday,TARAVAL,3,2,0,9,15,0,0,10,39
03/03/2017,Friday,TENDERLOIN,1,3,0,2,8,0,0,10,24
03/04/2012,Sunday,BAYVIEW,1,0,1,18,12,0,0,7,39
03/04/2012,Sunday,CENTRAL,0,1,0,3,12,1,0,15,32
03/04/2012,Sunday,INGLESIDE,0,0,1,3,11,0,0,4,19
03/04/2012,Sunday,MISSION,1,1,0,8,17,0,0,12,39
03/04/2012,Sunday,NORTHERN,1,2,0,6,11,0,0,16,36
03/04/2012,Sunday,PARK,1,4,0,1,4,0,0,8,18
03/04/2012,Sunday,RICHMOND,0,0,0,2,3,0,0,4,9
03/04/2012,Sunday,SOUTHERN,2,1,0,6,22,0,0,24,55
03/04/2012,Sunday,TARAVAL,1,1,1,6,12,0,0,10,31
03/04/2012,Sunday,TENDERLOIN,0,1,0,3,5,0,0,5,14
03/04/2013,Monday,BAYVIEW,1,1,0,10,11,0,1,14,38
03/04/2013,Monday,CENTRAL,0,0,0,0,5,0,0,13,18
03/04/2013,Monday,INGLESIDE,0,0,0,10,15,0,0,12,37
03/04/2013,Monday,MISSION,1,2,0,8,19,1,0,26,57
03/04/2013,Monday,NORTHERN,1,1,0,5,11,0,0,20,38
03/04/2013,Monday,PARK,2,1,0,1,2,0,0,4,10
03/04/2013,Monday,RICHMOND,0,0,0,3,6,0,0,3,12
03/04/2013,Monday,SOUTHERN,1,2,1,5,19,0,0,35,63
03/04/2013,Monday,TARAVAL,0,0,0,4,6,0,0,15,25
03/04/2013,Monday,TENDERLOIN,0,2,0,7,10,0,0,12,31
03/04/2014,Tuesday,BAYVIEW,2,2,1,7,21,2,0,8,43
03/04/2014,Tuesday,CENTRAL,0,0,0,3,7,0,0,22,32
03/04/2014,Tuesday,INGLESIDE,2,2,0,9,16,0,0,8,37
03/04/2014,Tuesday,MISSION,1,1,0,8,15,0,0,22,47
03/04/2014,Tuesday,NORTHERN,0,1,0,8,13,0,0,14,36
03/04/2014,Tuesday,PARK,2,0,0,5,4,0,0,5,16
03/04/2014,Tuesday,RICHMOND,1,0,0,2,3,0,0,4,10
03/04/2014,Tuesday,SOUTHERN,0,6,1,16,17,1,0,33,74
03/04/2014,Tuesday,TARAVAL,0,0,0,5,2,0,0,8,15
03/04/2014,Tuesday,TENDERLOIN,0,4,0,9,15,1,0,5,34
03/04/2015,Wednesday,BAYVIEW,0,0,0,14,9,0,0,27,50
03/04/2015,Wednesday,CENTRAL,1,0,0,3,10,1,0,25,40
03/04/2015,Wednesday,INGLESIDE,2,1,1,11,9,1,0,8,33
03/04/2015,Wednesday,MISSION,0,1,0,6,17,2,0,11,37
03/04/2015,Wednesday,NORTHERN,0,1,0,7,7,1,0,32,48
03/04/2015,Wednesday,PARK,1,0,0,6,5,1,0,9,22
03/04/2015,Wednesday,RICHMOND,1,0,0,3,5,1,0,17,27
03/04/2015,Wednesday,SOUTHERN,0,0,0,6,28,0,0,42,76
03/04/2015,Wednesday,TARAVAL,2,1,0,5,7,0,0,12,27
03/04/2015,Wednesday,TENDERLOIN,1,4,0,5,9,0,0,8,27
03/04/2016,Friday,BAYVIEW,2,4,0,9,20,0,0,7,42
03/04/2016,Friday,CENTRAL,1,0,0,6,16,1,0,18,42
03/04/2016,Friday,INGLESIDE,2,0,0,7,10,0,0,15,34
03/04/2016,Friday,MISSION,4,1,0,7,14,1,0,13,40
03/04/2016,Friday,NORTHERN,1,1,0,5,12,0,0,31,50
03/04/2016,Friday,PARK,2,1,0,8,5,0,0,6,22
03/04/2016,Friday,RICHMOND,1,0,0,3,4,0,0,14,22
03/04/2016,Friday,SOUTHERN,3,2,0,8,13,0,0,36,62
03/04/2016,Friday,TARAVAL,1,0,0,8,4,0,0,13,26
03/04/2016,Friday,TENDERLOIN,0,1,0,5,4,0,0,6,16
03/04/2017,Saturday,BAYVIEW,0,0,0,4,9,1,0,12,26
03/04/2017,Saturday,CENTRAL,2,1,0,4,12,0,0,23,42
03/04/2017,Saturday,INGLESIDE,1,0,0,2,6,0,0,9,18
03/04/2017,Saturday,MISSION,2,3,0,9,26,0,0,22,62
03/04/2017,Saturday,NORTHERN,0,0,0,2,12,0,0,32,46
03/04/2017,Saturday,PARK,0,0,0,1,5,0,0,10,16
03/04/2017,Saturday,RICHMOND,0,0,0,5,9,0,0,11,25
03/04/2017,Saturday,SOUTHERN,1,0,0,6,15,1,0,38,61
03/04/2017,Saturday,TARAVAL,1,0,0,5,7,0,0,23,36
03/04/2017,Saturday,TENDERLOIN,0,1,1,2,12,0,0,7,23
03/05/2012,Monday,BAYVIEW,2,5,0,13,15,0,0,13,48
03/05/2012,Monday,CENTRAL,0,0,0,5,8,0,0,8,21
03/05/2012,Monday,INGLESIDE,3,3,0,1,8,0,0,13,28
03/05/2012,Monday,MISSION,2,1,0,2,12,0,0,12,29
03/05/2012,Monday,NORTHERN,1,0,0,6,11,0,0,18,36
03/05/2012,Monday,PARK,1,6,0,5,8,0,0,9,29
03/05/2012,Monday,RICHMOND,1,0,0,5,3,0,0,6,15
03/05/2012,Monday,SOUTHERN,1,2,0,14,10,0,0,20,47
03/05/2012,Monday,TARAVAL,1,2,0,9,9,0,0,14,35
03/05/2012,Monday,TENDERLOIN,0,3,0,4,4,0,0,8,19
03/05/2013,Tuesday,BAYVIEW,1,2,0,12,13,0,0,11,39
03/05/2013,Tuesday,CENTRAL,1,1,0,1,7,0,0,16,26
03/05/2013,Tuesday,INGLESIDE,1,1,0,7,10,0,0,17,36
03/05/2013,Tuesday,MISSION,2,6,0,8,6,1,0,24,47
03/05/2013,Tuesday,NORTHERN,0,1,0,5,12,0,0,11,29
03/05/2013,Tuesday,PARK,2,1,0,1,4,0,0,3,11
03/05/2013,Tuesday,RICHMOND,0,0,0,1,3,0,0,11,15
03/05/2013,Tuesday,SOUTHERN,4,2,0,13,18,0,0,22,59
03/05/2013,Tuesday,TARAVAL,0,0,0,2,8,0,0,9,19
03/05/2013,Tuesday,TENDERLOIN,1,5,1,5,7,2,0,5,26
03/05/2014,Wednesday,BAYVIEW,0,1,0,7,8,0,0,6,22
03/05/2014,Wednesday,CENTRAL,0,1,0,1,6,1,0,16,25
03/05/2014,Wednesday,INGLESIDE,2,1,0,9,10,0,0,5,27
03/05/2014,Wednesday,MISSION,2,1,0,11,13,0,0,14,41
03/05/2014,Wednesday,NORTHERN,3,3,1,5,8,1,0,27,48
03/05/2014,Wednesday,PARK,2,1,0,3,3,0,0,16,25
03/05/2014,Wednesday,RICHMOND,1,0,0,1,1,0,0,9,12
03/05/2014,Wednesday,SOUTHERN,0,3,1,9,9,1,0,30,53
03/05/2014,Wednesday,TARAVAL,0,2,0,4,9,0,0,13,28
03/05/2014,Wednesday,TENDERLOIN,1,2,0,7,13,0,0,11,34
03/05/2015,Thursday,BAYVIEW,1,0,0,8,6,0,0,14,29
03/05/2015,Thursday,CENTRAL,0,0,0,8,12,0,0,21,41
03/05/2015,Thursday,INGLESIDE,0,2,0,8,9,0,0,13,32
03/05/2015,Thursday,MISSION,0,1,0,10,14,2,0,13,40
03/05/2015,Thursday,NORTHERN,1,1,0,9,11,1,0,17,40
03/05/2015,Thursday,PARK,0,0,0,2,4,1,0,9,16
03/05/2015,Thursday,RICHMOND,0,1,0,3,1,0,0,5,10
03/05/2015,Thursday,SOUTHERN,0,1,0,9,18,7,0,33,68
03/05/2015,Thursday,TARAVAL,0,0,0,10,7,0,0,11,28
03/05/2015,Thursday,TENDERLOIN,0,5,0,11,11,0,0,14,41
03/05/2016,Saturday,BAYVIEW,2,1,1,5,18,1,0,9,37
03/05/2016,Saturday,CENTRAL,0,3,0,9,13,0,0,16,41
03/05/2016,Saturday,INGLESIDE,1,1,0,9,10,0,0,9,30
03/05/2016,Saturday,MISSION,0,1,0,6,10,1,0,13,31
03/05/2016,Saturday,NORTHERN,0,0,0,3,14,1,0,25,43
03/05/2016,Saturday,PARK,0,0,0,1,2,0,0,8,11
03/05/2016,Saturday,RICHMOND,0,0,0,5,7,0,0,5,17
03/05/2016,Saturday,SOUTHERN,3,1,0,3,8,0,0,20,35
03/05/2016,Saturday,TARAVAL,0,1,0,2,8,0,0,11,22
03/05/2016,Saturday,TENDERLOIN,0,0,0,2,7,0,0,4,13
03/05/2017,Sunday,BAYVIEW,0,0,0,10,18,0,0,15,43
03/05/2017,Sunday,CENTRAL,0,0,0,4,11,0,0,33,48
03/05/2017,Sunday,INGLESIDE,0,0,0,5,5,0,0,13,23
03/05/2017,Sunday,MISSION,0,0,0,4,12,0,0,22,38
03/05/2017,Sunday,NORTHERN,2,4,0,3,15,1,0,30,55
03/05/2017,Sunday,PARK,0,0,0,0,3,1,0,5,9
03/05/2017,Sunday,RICHMOND,0,1,0,2,1,0,0,8,12
03/05/2017,Sunday,SOUTHERN,1,2,0,4,7,0,0,26,40
03/05/2017,Sunday,TARAVAL,2,1,0,7,6,0,0,15,31
03/05/2017,Sunday,TENDERLOIN,0,2,0,4,5,0,0,3,14
03/06/2012,Tuesday,BAYVIEW,6,1,0,6,14,0,0,11,38
03/06/2012,Tuesday,CENTRAL,0,0,0,4,7,0,0,8,19
03/06/2012,Tuesday,INGLESIDE,0,0,0,6,7,0,1,14,28
03/06/2012,Tuesday,MISSION,0,3,0,6,14,0,0,11,34
03/06/2012,Tuesday,NORTHERN,0,1,0,2,5,0,0,14,22
03/06/2012,Tuesday,PARK,1,0,0,2,4,0,0,7,14
03/06/2012,Tuesday,RICHMOND,0,0,1,5,5,1,0,8,20
03/06/2012,Tuesday,SOUTHERN,1,3,1,9,11,0,0,17,42
03/06/2012,Tuesday,TARAVAL,1,0,0,1,6,0,0,14,22
03/06/2012,Tuesday,TENDERLOIN,0,3,0,6,3,0,0,2,14
03/06/2013,Wednesday,BAYVIEW,2,1,1,5,12,0,0,10,31
03/06/2013,Wednesday,CENTRAL,1,1,0,6,7,1,0,10,26
03/06/2013,Wednesday,INGLESIDE,3,2,0,7,7,0,0,18,37
03/06/2013,Wednesday,MISSION,1,5,0,9,7,2,0,27,51
03/06/2013,Wednesday,NORTHERN,0,0,0,4,9,0,0,12,25
03/06/2013,Wednesday,PARK,0,1,0,4,4,0,0,5,14
03/06/2013,Wednesday,RICHMOND,1,1,0,1,7,0,0,9,19
03/06/2013,Wednesday,SOUTHERN,0,4,0,11,22,0,0,10,47
03/06/2013,Wednesday,TARAVAL,2,2,0,1,3,1,0,17,26
03/06/2013,Wednesday,TENDERLOIN,0,2,0,3,16,0,0,11,32
03/06/2014,Thursday,BAYVIEW,0,3,1,11,14,0,0,6,35
03/06/2014,Thursday,CENTRAL,0,0,0,8,6,1,0,31,46
03/06/2014,Thursday,INGLESIDE,0,1,0,4,12,1,0,17,35
03/06/2014,Thursday,MISSION,2,5,0,9,15,0,0,24,55
03/06/2014,Thursday,NORTHERN,0,1,0,7,4,1,0,16,29
03/06/2014,Thursday,PARK,2,2,0,3,9,0,0,5,21
03/06/2014,Thursday,RICHMOND,2,0,0,4,6,0,0,11,23
03/06/2014,Thursday,SOUTHERN,2,1,0,16,31,0,0,21,71
03/06/2014,Thursday,TARAVAL,1,1,1,3,3,0,0,5,14
03/06/2014,Thursday,TENDERLOIN,0,6,0,5,12,0,0,5,28
03/06/2015,Friday,BAYVIEW,1,1,0,4,3,0,0,15,24
03/06/2015,Friday,CENTRAL,2,1,0,9,15,1,0,24,52
03/06/2015,Friday,INGLESIDE,4,0,0,7,10,0,0,5,26
03/06/2015,Friday,MISSION,5,4,0,10,18,1,0,19,57
03/06/2015,Friday,NORTHERN,0,0,0,2,9,0,0,33,44
03/06/2015,Friday,PARK,1,0,0,4,5,0,0,14,24
03/06/2015,Friday,RICHMOND,0,0,0,4,5,0,0,19,28
03/06/2015,Friday,SOUTHERN,1,1,0,9,17,2,0,46,76
03/06/2015,Friday,TARAVAL,1,1,0,7,8,0,0,12,29
03/06/2015,Friday,TENDERLOIN,1,1,1,2,5,2,0,7,19
03/06/2016,Sunday,BAYVIEW,0,3,0,6,4,0,0,14,27
03/06/2016,Sunday,CENTRAL,2,1,0,4,8,1,0,19,35
03/06/2016,Sunday,INGLESIDE,1,0,0,7,8,1,0,12,29
03/06/2016,Sunday,MISSION,0,0,0,3,9,0,0,14,26
03/06/2016,Sunday,NORTHERN,0,0,1,4,8,0,0,26,39
03/06/2016,Sunday,PARK,0,0,0,2,5,0,0,12,19
03/06/2016,Sunday,RICHMOND,0,0,0,0,0,0,0,6,6
03/06/2016,Sunday,SOUTHERN,1,0,0,9,15,0,0,22,47
03/06/2016,Sunday,TARAVAL,7,0,0,4,1,0,0,13,25
03/06/2016,Sunday,TENDERLOIN,2,3,0,3,8,0,0,8,24
03/06/2017,Monday,BAYVIEW,0,1,0,5,12,0,0,16,34
03/06/2017,Monday,CENTRAL,0,1,0,3,6,0,0,12,22
03/06/2017,Monday,INGLESIDE,0,1,0,4,13,1,0,13,32
03/06/2017,Monday,MISSION,2,0,0,7,16,1,0,17,43
03/06/2017,Monday,NORTHERN,1,2,0,5,12,0,0,32,52
03/06/2017,Monday,PARK,3,0,1,4,4,0,0,13,25
03/06/2017,Monday,RICHMOND,2,0,0,5,6,1,0,9,23
03/06/2017,Monday,SOUTHERN,0,2,0,6,20,0,0,26,54
03/06/2017,Monday,TARAVAL,0,1,0,9,9,0,1,19,39
03/06/2017,Monday,TENDERLOIN,0,3,0,3,8,0,0,10,24
03/07/2012,Wednesday,BAYVIEW,2,3,0,16,14,0,0,8,43
03/07/2012,Wednesday,CENTRAL,0,0,0,1,10,0,0,10,21
03/07/2012,Wednesday,INGLESIDE,0,1,0,6,11,0,0,10,28
03/07/2012,Wednesday,MISSION,0,3,1,7,13,0,0,18,42
03/07/2012,Wednesday,NORTHERN,0,0,0,3,10,0,0,17,30
03/07/2012,Wednesday,PARK,0,1,0,2,7,0,0,7,17
03/07/2012,Wednesday,RICHMOND,0,3,0,6,4,0,0,6,19
03/07/2012,Wednesday,SOUTHERN,2,1,0,12,14,0,0,18,47
03/07/2012,Wednesday,TARAVAL,0,1,0,4,5,1,0,10,21
03/07/2012,Wednesday,TENDERLOIN,0,1,0,2,6,0,0,3,12
03/07/2013,Thursday,BAYVIEW,0,1,1,6,6,0,0,11,25
03/07/2013,Thursday,CENTRAL,0,1,0,3,6,0,0,16,26
03/07/2013,Thursday,INGLESIDE,1,1,0,9,9,0,0,17,37
03/07/2013,Thursday,MISSION,2,3,0,3,12,0,0,10,30
03/07/2013,Thursday,NORTHERN,0,4,0,9,9,0,0,23,45
03/07/2013,Thursday,PARK,0,0,0,4,5,0,0,13,22
03/07/2013,Thursday,RICHMOND,0,0,0,2,2,0,0,9,13
03/07/2013,Thursday,SOUTHERN,0,2,1,4,23,0,0,25,55
03/07/2013,Thursday,TARAVAL,0,1,0,3,6,0,0,16,26
03/07/2013,Thursday,TENDERLOIN,0,4,0,5,7,0,0,10,26
03/07/2014,Friday,BAYVIEW,2,1,1,12,13,1,0,13,43
03/07/2014,Friday,CENTRAL,2,2,0,6,11,2,0,22,45
03/07/2014,Friday,INGLESIDE,3,0,0,12,5,0,0,14,34
03/07/2014,Friday,MISSION,1,0,0,13,10,0,0,21,45
03/07/2014,Friday,NORTHERN,2,2,1,14,9,0,0,21,49
03/07/2014,Friday,PARK,0,1,0,3,4,1,0,9,18
03/07/2014,Friday,RICHMOND,0,0,0,3,4,0,0,10,17
03/07/2014,Friday,SOUTHERN,1,4,0,8,15,1,0,36,65
03/07/2014,Friday,TARAVAL,2,1,0,2,5,1,0,10,21
03/07/2014,Friday,TENDERLOIN,0,2,0,3,12,0,0,6,23
03/07/2015,Saturday,BAYVIEW,1,0,0,5,11,0,0,11,28
03/07/2015,Saturday,CENTRAL,0,0,0,6,10,0,0,36,52
03/07/2015,Saturday,INGLESIDE,0,0,0,5,8,0,0,14,27
03/07/2015,Saturday,MISSION,0,2,0,9,17,1,0,12,41
03/07/2015,Saturday,NORTHERN,0,0,0,8,15,0,0,28,51
03/07/2015,Saturday,PARK,0,0,0,3,8,1,0,12,24
03/07/2015,Saturday,RICHMOND,0,1,1,9,6,1,0,14,32
03/07/2015,Saturday,SOUTHERN,0,3,0,10,20,0,0,53,86
03/07/2015,Saturday,TARAVAL,1,0,0,1,3,0,0,18,23
03/07/2015,Saturday,TENDERLOIN,1,4,0,2,8,1,0,17,33
03/07/2016,Monday,BAYVIEW,2,0,0,8,5,0,0,11,26
03/07/2016,Monday,CENTRAL,0,0,0,7,4,0,1,18,30
03/07/2016,Monday,INGLESIDE,0,0,0,4,5,0,0,7,16
03/07/2016,Monday,MISSION,2,0,0,4,9,1,0,11,27
03/07/2016,Monday,NORTHERN,1,3,0,8,12,0,0,18,42
