Date,DayOfWeek,PdDistrict,new_cat_domestic,new_cat_drug,new_cat_kidnap,new_cat_others,new_cat_public,new_cat_sex,new_cat_suicide,new_cat_theft,sum_crime_district
08/10/2015,Monday,NORTHERN,0,1,0,3,14,0,0,38,56
08/10/2015,Monday,PARK,0,0,0,7,5,0,0,9,21
08/10/2015,Monday,RICHMOND,0,0,0,1,1,0,0,11,13
08/10/2015,Monday,SOUTHERN,2,2,0,9,17,0,0,48,78
08/10/2015,Monday,TARAVAL,0,0,0,3,3,0,0,12,18
08/10/2015,Monday,TENDERLOIN,1,0,0,3,3,0,0,3,10
08/10/2016,Wednesday,BAYVIEW,1,0,0,9,14,0,0,16,40
08/10/2016,Wednesday,CENTRAL,0,0,1,4,5,0,0,24,34
08/10/2016,Wednesday,INGLESIDE,0,0,0,2,12,0,0,12,26
08/10/2016,Wednesday,MISSION,0,1,0,13,16,3,0,11,44
08/10/2016,Wednesday,NORTHERN,0,2,0,10,10,0,0,19,41
08/10/2016,Wednesday,PARK,1,0,0,7,7,0,0,12,27
08/10/2016,Wednesday,RICHMOND,0,0,0,6,6,0,0,12,24
08/10/2016,Wednesday,SOUTHERN,2,1,0,9,22,1,0,27,62
08/10/2016,Wednesday,TARAVAL,1,0,0,4,7,1,0,4,17
08/10/2016,Wednesday,TENDERLOIN,0,5,0,4,11,0,0,3,23
08/10/2017,Thursday,BAYVIEW,0,1,0,5,11,0,0,14,31
08/10/2017,Thursday,CENTRAL,0,0,0,3,6,0,0,28,37
08/10/2017,Thursday,INGLESIDE,2,1,0,3,7,1,0,9,23
08/10/2017,Thursday,MISSION,1,1,0,9,12,0,0,20,43
08/10/2017,Thursday,NORTHERN,1,1,0,6,12,0,0,28,48
08/10/2017,Thursday,PARK,1,0,0,4,3,0,0,8,16
08/10/2017,Thursday,RICHMOND,1,0,0,2,0,0,0,7,10
08/10/2017,Thursday,SOUTHERN,1,1,0,6,9,0,0,32,49
08/10/2017,Thursday,TARAVAL,2,1,0,5,6,2,0,13,29
08/10/2017,Thursday,TENDERLOIN,0,2,0,2,5,0,0,5,14
08/11/2012,Saturday,BAYVIEW,0,1,1,5,8,0,0,10,25
08/11/2012,Saturday,CENTRAL,0,0,0,2,10,0,0,21,33
08/11/2012,Saturday,INGLESIDE,0,0,0,3,10,0,0,10,23
08/11/2012,Saturday,MISSION,1,2,0,6,20,2,1,14,46
08/11/2012,Saturday,NORTHERN,1,2,1,5,14,0,0,27,50
08/11/2012,Saturday,PARK,2,0,0,1,3,0,0,4,10
08/11/2012,Saturday,RICHMOND,1,1,0,1,8,0,0,14,25
08/11/2012,Saturday,SOUTHERN,2,2,0,5,11,1,0,30,51
08/11/2012,Saturday,TARAVAL,0,0,0,2,4,0,0,20,26
08/11/2012,Saturday,TENDERLOIN,0,0,0,1,7,1,0,3,12
08/11/2013,Sunday,BAYVIEW,0,1,0,9,9,0,0,12,31
08/11/2013,Sunday,CENTRAL,1,0,0,6,10,0,0,24,41
08/11/2013,Sunday,INGLESIDE,0,1,0,6,13,0,0,5,25
08/11/2013,Sunday,MISSION,1,0,0,11,14,1,0,20,47
08/11/2013,Sunday,NORTHERN,0,1,0,6,12,0,0,28,47
08/11/2013,Sunday,PARK,0,0,0,1,4,0,0,10,15
08/11/2013,Sunday,RICHMOND,1,2,0,3,7,0,0,16,29
08/11/2013,Sunday,SOUTHERN,0,4,0,10,15,0,0,50,79
08/11/2013,Sunday,TARAVAL,0,0,0,6,1,0,0,11,18
08/11/2013,Sunday,TENDERLOIN,0,6,0,4,11,0,0,9,30
08/11/2014,Monday,BAYVIEW,1,1,1,10,9,1,0,3,26
08/11/2014,Monday,CENTRAL,2,0,0,5,7,0,0,29,43
08/11/2014,Monday,INGLESIDE,1,1,0,7,8,0,0,11,28
08/11/2014,Monday,MISSION,1,3,0,9,16,2,0,21,52
08/11/2014,Monday,NORTHERN,0,2,0,5,4,0,0,24,35
08/11/2014,Monday,PARK,3,0,0,5,11,0,0,7,26
08/11/2014,Monday,RICHMOND,0,0,0,3,4,0,0,10,17
08/11/2014,Monday,SOUTHERN,3,1,0,8,15,0,0,28,55
08/11/2014,Monday,TARAVAL,0,1,0,3,5,0,0,13,22
08/11/2014,Monday,TENDERLOIN,0,1,0,4,6,0,0,8,19
08/11/2015,Tuesday,BAYVIEW,1,1,0,5,15,0,0,9,31
08/11/2015,Tuesday,CENTRAL,0,1,0,5,5,0,0,30,41
08/11/2015,Tuesday,INGLESIDE,0,0,1,7,9,1,0,13,31
08/11/2015,Tuesday,MISSION,0,3,0,4,15,0,0,13,35
08/11/2015,Tuesday,NORTHERN,2,0,0,4,14,0,0,28,48
08/11/2015,Tuesday,PARK,1,0,0,4,8,0,0,10,23
08/11/2015,Tuesday,RICHMOND,0,0,0,3,5,0,0,9,17
08/11/2015,Tuesday,SOUTHERN,0,2,0,12,18,0,0,44,76
08/11/2015,Tuesday,TARAVAL,0,0,0,8,2,1,0,18,29
08/11/2015,Tuesday,TENDERLOIN,0,2,0,3,5,0,0,11,21
08/11/2016,Thursday,BAYVIEW,1,1,0,3,4,0,0,17,26
08/11/2016,Thursday,CENTRAL,0,1,0,3,7,0,0,30,41
08/11/2016,Thursday,INGLESIDE,4,0,0,9,3,0,0,15,31
08/11/2016,Thursday,MISSION,1,2,0,14,13,1,0,8,39
08/11/2016,Thursday,NORTHERN,1,3,0,11,15,0,0,36,66
08/11/2016,Thursday,PARK,0,0,0,1,2,0,0,10,13
08/11/2016,Thursday,RICHMOND,0,0,0,3,4,0,0,8,15
08/11/2016,Thursday,SOUTHERN,1,2,0,10,17,0,0,30,60
08/11/2016,Thursday,TARAVAL,2,1,0,7,5,0,0,7,22
08/11/2016,Thursday,TENDERLOIN,1,4,0,3,18,0,0,7,33
08/11/2017,Friday,BAYVIEW,1,2,0,10,13,1,0,12,39
08/11/2017,Friday,CENTRAL,2,0,0,5,14,1,0,39,61
08/11/2017,Friday,INGLESIDE,0,0,0,3,10,0,0,17,30
08/11/2017,Friday,MISSION,1,2,0,6,13,2,0,21,45
08/11/2017,Friday,NORTHERN,0,0,1,3,8,0,0,34,46
08/11/2017,Friday,PARK,1,0,0,3,4,0,1,9,18
08/11/2017,Friday,RICHMOND,0,0,0,3,6,0,0,22,31
08/11/2017,Friday,SOUTHERN,0,1,0,6,25,0,0,40,72
08/11/2017,Friday,TARAVAL,1,0,0,9,5,1,0,15,31
08/11/2017,Friday,TENDERLOIN,0,1,0,4,7,0,0,7,19
08/12/2012,Sunday,BAYVIEW,2,1,0,5,12,0,0,12,32
08/12/2012,Sunday,CENTRAL,0,0,0,4,9,0,0,15,28
08/12/2012,Sunday,INGLESIDE,0,0,0,7,7,0,0,6,20
08/12/2012,Sunday,MISSION,1,1,0,8,15,0,0,20,45
08/12/2012,Sunday,NORTHERN,2,1,0,2,10,1,0,21,37
08/12/2012,Sunday,PARK,0,0,0,1,6,0,0,8,15
08/12/2012,Sunday,RICHMOND,0,2,0,3,5,0,0,11,21
08/12/2012,Sunday,SOUTHERN,1,0,0,3,13,0,0,29,46
08/12/2012,Sunday,TARAVAL,0,0,0,3,4,0,0,11,18
08/12/2012,Sunday,TENDERLOIN,0,3,0,3,4,0,0,3,13
08/12/2013,Monday,BAYVIEW,1,1,0,8,8,0,0,26,44
08/12/2013,Monday,CENTRAL,0,1,0,5,5,1,0,32,44
08/12/2013,Monday,INGLESIDE,0,2,0,6,2,0,0,14,24
08/12/2013,Monday,MISSION,2,3,0,8,13,1,0,22,49
08/12/2013,Monday,NORTHERN,0,1,0,5,9,0,0,18,33
08/12/2013,Monday,PARK,1,1,0,5,3,0,0,9,19
08/12/2013,Monday,RICHMOND,0,0,0,1,2,0,0,6,9
08/12/2013,Monday,SOUTHERN,0,4,0,8,15,0,0,37,64
08/12/2013,Monday,TARAVAL,3,0,0,3,8,0,0,14,28
08/12/2013,Monday,TENDERLOIN,0,3,0,6,6,0,0,5,20
08/12/2014,Tuesday,BAYVIEW,0,1,0,15,10,0,0,9,35
08/12/2014,Tuesday,CENTRAL,0,0,0,5,9,0,0,18,32
08/12/2014,Tuesday,INGLESIDE,0,0,0,8,2,0,0,10,20
08/12/2014,Tuesday,MISSION,3,1,0,11,4,0,0,10,29
08/12/2014,Tuesday,NORTHERN,2,2,0,5,8,0,0,23,40
08/12/2014,Tuesday,PARK,2,1,0,4,5,0,0,15,27
08/12/2014,Tuesday,RICHMOND,0,0,0,5,3,0,0,7,15
08/12/2014,Tuesday,SOUTHERN,1,1,0,14,12,0,0,40,68
08/12/2014,Tuesday,TARAVAL,0,0,0,10,4,0,0,11,25
08/12/2014,Tuesday,TENDERLOIN,1,2,0,6,18,0,0,8,35
08/12/2015,Wednesday,BAYVIEW,0,0,0,6,10,0,0,12,28
08/12/2015,Wednesday,CENTRAL,0,0,0,5,9,0,0,17,31
08/12/2015,Wednesday,INGLESIDE,0,1,0,5,13,1,0,7,27
08/12/2015,Wednesday,MISSION,2,3,0,5,22,1,0,11,44
08/12/2015,Wednesday,NORTHERN,1,1,0,3,11,0,0,22,38
08/12/2015,Wednesday,PARK,1,1,0,3,15,0,0,14,34
08/12/2015,Wednesday,RICHMOND,0,0,0,2,6,0,0,13,21
08/12/2015,Wednesday,SOUTHERN,1,2,0,12,22,0,0,39,76
08/12/2015,Wednesday,TARAVAL,0,0,0,6,6,0,0,6,18
08/12/2015,Wednesday,TENDERLOIN,0,3,0,4,5,0,0,10,22
08/12/2016,Friday,BAYVIEW,0,0,1,4,16,0,0,9,30
08/12/2016,Friday,CENTRAL,1,2,0,6,4,0,0,29,42
08/12/2016,Friday,INGLESIDE,0,0,1,8,5,0,0,10,24
08/12/2016,Friday,MISSION,0,1,0,8,15,1,0,8,33
08/12/2016,Friday,NORTHERN,1,1,0,3,9,0,0,34,48
08/12/2016,Friday,PARK,0,1,0,4,8,0,0,6,19
08/12/2016,Friday,RICHMOND,0,0,0,4,4,0,0,14,22
08/12/2016,Friday,SOUTHERN,2,1,0,8,24,1,0,36,72
08/12/2016,Friday,TARAVAL,2,0,0,6,8,0,0,9,25
08/12/2016,Friday,TENDERLOIN,0,2,0,3,14,0,0,7,26
08/12/2017,Saturday,BAYVIEW,1,1,0,5,22,0,0,16,45
08/12/2017,Saturday,CENTRAL,0,0,1,2,13,2,0,28,46
08/12/2017,Saturday,INGLESIDE,0,1,0,7,13,0,1,10,32
08/12/2017,Saturday,MISSION,0,0,0,10,15,0,1,25,51
08/12/2017,Saturday,NORTHERN,2,0,0,10,8,1,0,34,55
08/12/2017,Saturday,PARK,2,1,0,4,5,0,0,7,19
08/12/2017,Saturday,RICHMOND,0,0,0,5,6,0,0,27,38
08/12/2017,Saturday,SOUTHERN,3,2,0,6,13,0,0,53,77
08/12/2017,Saturday,TARAVAL,1,0,0,1,2,0,0,16,20
08/12/2017,Saturday,TENDERLOIN,0,1,0,2,4,0,0,10,17
08/13/2012,Monday,BAYVIEW,1,1,0,8,14,0,0,13,37
08/13/2012,Monday,CENTRAL,0,0,0,1,5,0,0,20,26
08/13/2012,Monday,INGLESIDE,2,0,0,7,11,0,0,17,37
08/13/2012,Monday,MISSION,8,3,0,4,12,0,0,22,49
08/13/2012,Monday,NORTHERN,1,0,0,8,12,0,0,15,36
08/13/2012,Monday,PARK,1,0,0,4,3,0,0,12,20
08/13/2012,Monday,RICHMOND,0,0,0,2,3,0,0,6,11
08/13/2012,Monday,SOUTHERN,0,0,0,5,15,0,0,33,53
08/13/2012,Monday,TARAVAL,0,0,0,8,7,0,0,10,25
08/13/2012,Monday,TENDERLOIN,0,2,0,3,8,0,0,7,20
08/13/2013,Tuesday,BAYVIEW,0,1,0,8,11,0,0,10,30
08/13/2013,Tuesday,CENTRAL,0,0,0,5,12,1,0,25,43
08/13/2013,Tuesday,INGLESIDE,2,0,0,4,4,0,0,12,22
08/13/2013,Tuesday,MISSION,0,1,0,6,12,0,0,19,38
08/13/2013,Tuesday,NORTHERN,1,2,0,4,11,0,0,17,35
08/13/2013,Tuesday,PARK,2,0,0,3,1,0,0,7,13
08/13/2013,Tuesday,RICHMOND,0,1,0,2,4,0,0,10,17
08/13/2013,Tuesday,SOUTHERN,4,1,0,12,19,0,0,36,72
08/13/2013,Tuesday,TARAVAL,1,0,0,5,10,0,0,12,28
08/13/2013,Tuesday,TENDERLOIN,0,3,1,5,7,2,0,8,26
08/13/2014,Wednesday,BAYVIEW,1,1,0,8,11,0,0,9,30
08/13/2014,Wednesday,CENTRAL,3,3,0,3,8,0,0,32,49
08/13/2014,Wednesday,INGLESIDE,0,2,0,9,9,0,0,18,38
08/13/2014,Wednesday,MISSION,2,2,0,8,12,0,0,15,39
08/13/2014,Wednesday,NORTHERN,2,0,0,8,6,0,0,28,44
08/13/2014,Wednesday,PARK,0,0,0,0,2,0,0,9,11
08/13/2014,Wednesday,RICHMOND,0,1,0,1,3,0,0,12,17
08/13/2014,Wednesday,SOUTHERN,0,1,0,11,13,2,0,24,51
08/13/2014,Wednesday,TARAVAL,0,0,0,6,12,1,0,11,30
08/13/2014,Wednesday,TENDERLOIN,0,1,0,2,12,0,0,5,20
08/13/2015,Thursday,BAYVIEW,0,1,0,9,10,0,0,7,27
08/13/2015,Thursday,CENTRAL,0,2,1,6,13,0,0,29,51
08/13/2015,Thursday,INGLESIDE,1,1,0,5,4,0,0,15,26
08/13/2015,Thursday,MISSION,0,1,0,7,20,0,0,23,51
08/13/2015,Thursday,NORTHERN,0,3,0,2,12,1,0,28,46
08/13/2015,Thursday,PARK,1,1,0,5,4,0,0,11,22
08/13/2015,Thursday,RICHMOND,1,0,1,4,9,0,0,10,25
08/13/2015,Thursday,SOUTHERN,0,2,0,16,24,1,0,36,79
08/13/2015,Thursday,TARAVAL,1,0,0,2,5,0,0,11,19
08/13/2015,Thursday,TENDERLOIN,0,0,0,3,9,0,0,16,28
08/13/2016,Saturday,BAYVIEW,1,0,0,6,8,0,0,22,37
08/13/2016,Saturday,CENTRAL,1,1,0,6,11,0,0,39,58
08/13/2016,Saturday,INGLESIDE,0,0,1,10,11,0,0,6,28
08/13/2016,Saturday,MISSION,1,1,0,7,14,1,0,13,37
08/13/2016,Saturday,NORTHERN,1,1,0,6,11,1,0,30,50
08/13/2016,Saturday,PARK,0,0,0,3,1,0,0,10,14
08/13/2016,Saturday,RICHMOND,0,0,0,5,5,0,0,8,18
08/13/2016,Saturday,SOUTHERN,0,0,0,7,18,0,0,47,72
08/13/2016,Saturday,TARAVAL,1,0,0,5,5,0,0,13,24
08/13/2016,Saturday,TENDERLOIN,1,5,0,5,6,0,0,8,25
08/13/2017,Sunday,BAYVIEW,1,0,0,6,9,1,0,10,27
08/13/2017,Sunday,CENTRAL,0,0,0,0,4,0,0,25,29
08/13/2017,Sunday,INGLESIDE,2,1,0,4,10,0,0,10,27
08/13/2017,Sunday,MISSION,0,0,0,7,17,1,0,35,60
08/13/2017,Sunday,NORTHERN,0,0,0,1,7,1,0,27,36
08/13/2017,Sunday,PARK,1,0,0,4,5,0,0,23,33
08/13/2017,Sunday,RICHMOND,1,0,0,3,6,0,0,14,24
08/13/2017,Sunday,SOUTHERN,0,4,0,7,15,1,0,41,68
08/13/2017,Sunday,TARAVAL,0,0,0,2,7,0,0,12,21
08/13/2017,Sunday,TENDERLOIN,0,1,0,3,4,0,0,7,15
08/14/2012,Tuesday,BAYVIEW,2,0,0,8,9,0,0,13,32
08/14/2012,Tuesday,CENTRAL,0,0,0,3,7,0,0,21,31
08/14/2012,Tuesday,INGLESIDE,1,0,0,4,7,1,0,14,27
08/14/2012,Tuesday,MISSION,1,0,0,8,11,1,0,24,45
08/14/2012,Tuesday,NORTHERN,0,2,0,5,9,0,0,19,35
08/14/2012,Tuesday,PARK,1,0,0,2,6,0,0,7,16
08/14/2012,Tuesday,RICHMOND,0,0,0,2,5,1,0,10,18
08/14/2012,Tuesday,SOUTHERN,0,3,0,7,14,0,0,38,62
08/14/2012,Tuesday,TARAVAL,1,0,0,3,10,0,0,9,23
08/14/2012,Tuesday,TENDERLOIN,0,9,0,6,5,0,0,9,29
08/14/2013,Wednesday,BAYVIEW,0,3,0,12,15,0,0,5,35
08/14/2013,Wednesday,CENTRAL,0,0,0,6,9,0,0,23,38
08/14/2013,Wednesday,INGLESIDE,1,0,0,7,8,0,0,23,39
08/14/2013,Wednesday,MISSION,0,1,1,11,11,1,0,16,41
08/14/2013,Wednesday,NORTHERN,1,2,0,8,12,0,0,25,48
08/14/2013,Wednesday,PARK,0,0,0,2,5,0,1,12,20
08/14/2013,Wednesday,RICHMOND,1,0,1,1,5,0,0,7,15
08/14/2013,Wednesday,SOUTHERN,2,0,1,13,21,2,0,42,81
08/14/2013,Wednesday,TARAVAL,0,0,0,1,2,0,0,10,13
08/14/2013,Wednesday,TENDERLOIN,0,5,0,9,10,0,0,2,26
08/14/2014,Thursday,BAYVIEW,1,1,0,8,14,0,0,16,40
08/14/2014,Thursday,CENTRAL,0,1,2,3,11,1,0,22,40
08/14/2014,Thursday,INGLESIDE,1,0,1,6,8,0,0,22,38
08/14/2014,Thursday,MISSION,1,1,0,5,14,1,0,19,41
08/14/2014,Thursday,NORTHERN,1,1,0,4,12,0,0,29,47
08/14/2014,Thursday,PARK,2,0,0,3,1,0,0,17,23
08/14/2014,Thursday,RICHMOND,0,1,0,5,5,0,0,6,17
08/14/2014,Thursday,SOUTHERN,2,2,0,13,15,0,0,42,74
08/14/2014,Thursday,TARAVAL,1,0,0,4,4,0,0,16,25
08/14/2014,Thursday,TENDERLOIN,1,1,1,3,8,0,0,11,25
08/14/2015,Friday,BAYVIEW,2,0,0,8,13,0,0,18,41
08/14/2015,Friday,CENTRAL,2,0,0,6,7,0,0,29,44
08/14/2015,Friday,INGLESIDE,0,0,0,2,7,0,0,11,20
08/14/2015,Friday,MISSION,2,0,0,7,15,2,0,17,43
08/14/2015,Friday,NORTHERN,0,1,0,2,12,0,0,28,43
08/14/2015,Friday,PARK,2,1,1,3,3,1,0,10,21
08/14/2015,Friday,RICHMOND,0,0,0,3,3,0,0,10,16
08/14/2015,Friday,SOUTHERN,2,2,0,17,16,0,0,64,101
08/14/2015,Friday,TARAVAL,1,1,0,5,7,1,0,12,27
08/14/2015,Friday,TENDERLOIN,0,2,0,3,7,0,0,5,17
08/14/2016,Sunday,BAYVIEW,1,2,0,2,11,0,0,16,32
08/14/2016,Sunday,CENTRAL,0,0,0,6,5,0,0,16,27
08/14/2016,Sunday,INGLESIDE,2,0,1,2,9,0,0,12,26
08/14/2016,Sunday,MISSION,0,0,0,11,17,0,0,14,42
08/14/2016,Sunday,NORTHERN,0,0,0,2,11,0,0,38,51
08/14/2016,Sunday,PARK,0,0,0,2,7,0,0,11,20
08/14/2016,Sunday,RICHMOND,0,0,0,1,5,0,0,4,10
08/14/2016,Sunday,SOUTHERN,0,0,0,13,23,0,0,46,82
08/14/2016,Sunday,TARAVAL,0,0,0,3,9,0,0,13,25
08/14/2016,Sunday,TENDERLOIN,0,0,0,1,5,0,0,5,11
08/14/2017,Monday,BAYVIEW,2,0,0,4,8,0,0,18,32
08/14/2017,Monday,CENTRAL,1,0,0,2,4,0,0,21,28
08/14/2017,Monday,INGLESIDE,2,0,0,2,13,0,0,8,25
08/14/2017,Monday,MISSION,1,0,2,7,15,3,0,24,52
08/14/2017,Monday,NORTHERN,0,1,0,2,4,0,0,17,24
08/14/2017,Monday,PARK,0,1,0,0,2,0,0,10,13
08/14/2017,Monday,RICHMOND,0,0,0,3,7,0,0,20,30
08/14/2017,Monday,SOUTHERN,2,0,0,9,14,0,0,26,51
08/14/2017,Monday,TARAVAL,2,0,0,3,2,0,0,11,18
08/14/2017,Monday,TENDERLOIN,2,2,0,2,6,0,0,3,15
08/15/2012,Wednesday,BAYVIEW,1,1,0,5,11,0,0,8,26
08/15/2012,Wednesday,CENTRAL,0,2,0,4,7,0,0,16,29
08/15/2012,Wednesday,INGLESIDE,0,0,0,4,5,0,0,18,27
08/15/2012,Wednesday,MISSION,3,2,0,5,12,1,0,24,47
08/15/2012,Wednesday,NORTHERN,0,1,0,7,15,2,0,17,42
08/15/2012,Wednesday,PARK,1,1,0,3,4,0,0,9,18
08/15/2012,Wednesday,RICHMOND,1,1,0,5,3,0,0,7,17
08/15/2012,Wednesday,SOUTHERN,1,2,0,16,20,0,0,38,77
08/15/2012,Wednesday,TARAVAL,2,0,0,5,8,0,1,8,24
08/15/2012,Wednesday,TENDERLOIN,0,2,0,6,10,1,0,6,25
08/15/2013,Thursday,BAYVIEW,2,0,0,7,5,0,0,12,26
08/15/2013,Thursday,CENTRAL,0,0,0,3,7,1,0,30,41
08/15/2013,Thursday,INGLESIDE,1,1,0,8,6,0,0,17,33
08/15/2013,Thursday,MISSION,0,4,1,9,17,3,0,25,59
08/15/2013,Thursday,NORTHERN,1,1,0,7,8,0,0,36,53
08/15/2013,Thursday,PARK,0,0,0,3,5,0,0,6,14
08/15/2013,Thursday,RICHMOND,1,0,0,0,3,0,0,10,14
08/15/2013,Thursday,SOUTHERN,3,5,0,7,23,0,0,46,84
08/15/2013,Thursday,TARAVAL,0,0,0,5,8,0,0,12,25
08/15/2013,Thursday,TENDERLOIN,0,5,0,7,8,0,0,7,27
08/15/2014,Friday,BAYVIEW,2,2,0,12,14,1,0,9,40
08/15/2014,Friday,CENTRAL,0,1,0,3,11,0,0,23,38
08/15/2014,Friday,INGLESIDE,0,1,1,3,12,0,0,11,28
08/15/2014,Friday,MISSION,2,1,0,12,11,1,0,19,46
08/15/2014,Friday,NORTHERN,1,1,0,6,8,0,0,22,38
08/15/2014,Friday,PARK,0,0,0,1,5,0,0,7,13
08/15/2014,Friday,RICHMOND,2,0,0,3,6,0,0,8,19
08/15/2014,Friday,SOUTHERN,2,1,0,8,25,0,0,45,81
08/15/2014,Friday,TARAVAL,0,0,0,6,5,0,0,9,20
08/15/2014,Friday,TENDERLOIN,1,4,0,6,9,0,0,9,29
08/15/2015,Saturday,BAYVIEW,1,1,0,14,6,1,0,16,39
08/15/2015,Saturday,CENTRAL,0,0,0,7,11,0,0,29,47
08/15/2015,Saturday,INGLESIDE,1,0,0,11,10,0,0,7,29
08/15/2015,Saturday,MISSION,1,1,0,4,12,2,0,21,41
08/15/2015,Saturday,NORTHERN,0,1,0,4,11,0,0,33,49
08/15/2015,Saturday,PARK,1,0,0,7,5,0,0,11,24
08/15/2015,Saturday,RICHMOND,0,0,0,2,3,0,0,8,13
08/15/2015,Saturday,SOUTHERN,0,1,0,15,14,0,0,42,72
08/15/2015,Saturday,TARAVAL,0,0,0,10,14,0,0,11,35
08/15/2015,Saturday,TENDERLOIN,0,3,0,5,11,1,0,6,26
08/15/2016,Monday,BAYVIEW,0,0,0,3,14,0,0,12,29
08/15/2016,Monday,CENTRAL,1,1,0,5,15,0,0,22,44
08/15/2016,Monday,INGLESIDE,0,1,0,6,9,0,0,8,24
08/15/2016,Monday,MISSION,2,0,0,8,15,0,0,14,39
08/15/2016,Monday,NORTHERN,1,0,0,6,5,0,0,23,35
08/15/2016,Monday,PARK,1,0,0,2,6,0,0,10,19
08/15/2016,Monday,RICHMOND,0,0,0,3,4,1,0,13,21
08/15/2016,Monday,SOUTHERN,1,1,0,8,13,0,0,28,51
08/15/2016,Monday,TARAVAL,0,0,0,7,5,0,0,15,27
08/15/2016,Monday,TENDERLOIN,1,0,0,7,16,0,0,2,26
08/15/2017,Tuesday,BAYVIEW,2,0,0,5,11,0,0,17,35
08/15/2017,Tuesday,CENTRAL,0,1,0,5,7,0,0,17,30
08/15/2017,Tuesday,INGLESIDE,1,0,0,8,5,2,0,14,30
08/15/2017,Tuesday,MISSION,0,1,0,10,17,2,0,34,64
08/15/2017,Tuesday,NORTHERN,0,2,0,6,12,1,0,22,43
08/15/2017,Tuesday,PARK,2,0,0,3,4,0,0,4,13
08/15/2017,Tuesday,RICHMOND,2,0,0,2,0,0,0,10,14
08/15/2017,Tuesday,SOUTHERN,1,3,0,8,26,1,0,33,72
08/15/2017,Tuesday,TARAVAL,3,0,0,3,8,0,0,10,24
08/15/2017,Tuesday,TENDERLOIN,1,7,0,4,12,0,0,13,37
08/16/2012,Thursday,BAYVIEW,1,0,0,6,13,0,0,6,26
08/16/2012,Thursday,CENTRAL,0,0,0,9,7,1,0,29,46
08/16/2012,Thursday,INGLESIDE,1,0,0,8,6,1,0,7,23
08/16/2012,Thursday,MISSION,2,1,0,9,15,0,0,32,59
08/16/2012,Thursday,NORTHERN,1,2,0,3,13,0,0,14,33
08/16/2012,Thursday,PARK,1,1,0,2,2,0,0,6,12
08/16/2012,Thursday,RICHMOND,2,0,0,4,8,0,0,9,23
08/16/2012,Thursday,SOUTHERN,0,1,0,7,12,0,0,26,46
08/16/2012,Thursday,TARAVAL,0,0,0,3,8,1,0,12,24
08/16/2012,Thursday,TENDERLOIN,1,1,0,3,5,0,0,5,15
08/16/2013,Friday,BAYVIEW,3,2,0,12,14,1,0,15,47
08/16/2013,Friday,CENTRAL,2,1,0,8,5,0,0,16,32
08/16/2013,Friday,INGLESIDE,0,1,0,11,13,3,0,12,40
08/16/2013,Friday,MISSION,1,3,0,9,17,2,0,19,51
08/16/2013,Friday,NORTHERN,1,3,0,5,14,0,0,31,54
08/16/2013,Friday,PARK,0,0,0,2,2,0,0,8,12
08/16/2013,Friday,RICHMOND,0,1,0,7,11,0,0,10,29
08/16/2013,Friday,SOUTHERN,2,3,1,9,26,2,0,56,99
08/16/2013,Friday,TARAVAL,1,0,0,1,8,1,0,8,19
08/16/2013,Friday,TENDERLOIN,0,0,0,9,10,0,0,5,24
08/16/2014,Saturday,BAYVIEW,2,0,0,8,6,0,0,15,31
08/16/2014,Saturday,CENTRAL,0,1,0,3,5,0,0,27,36
08/16/2014,Saturday,INGLESIDE,2,1,2,5,11,1,0,11,33
08/16/2014,Saturday,MISSION,2,2,1,7,13,0,0,22,47
08/16/2014,Saturday,NORTHERN,0,1,0,9,8,0,0,42,60
08/16/2014,Saturday,PARK,2,0,0,3,3,0,0,12,20
08/16/2014,Saturday,RICHMOND,0,0,0,4,2,0,1,9,16
08/16/2014,Saturday,SOUTHERN,0,0,0,16,19,1,0,65,101
08/16/2014,Saturday,TARAVAL,0,0,1,3,3,0,0,13,20
08/16/2014,Saturday,TENDERLOIN,1,4,0,5,4,0,0,14,28
08/16/2015,Sunday,BAYVIEW,1,0,0,8,12,0,1,17,39
08/16/2015,Sunday,CENTRAL,2,0,0,5,17,0,0,30,54
08/16/2015,Sunday,INGLESIDE,0,0,1,3,2,0,0,10,16
08/16/2015,Sunday,MISSION,2,1,1,3,16,0,0,11,34
08/16/2015,Sunday,NORTHERN,1,0,0,1,12,0,0,30,44
08/16/2015,Sunday,PARK,1,0,0,0,1,0,0,5,7
08/16/2015,Sunday,RICHMOND,0,0,0,1,5,0,0,2,8
08/16/2015,Sunday,SOUTHERN,1,1,0,5,17,0,0,40,64
08/16/2015,Sunday,TARAVAL,0,2,0,6,7,0,0,6,21
08/16/2015,Sunday,TENDERLOIN,0,2,0,3,11,0,0,10,26
08/16/2016,Tuesday,BAYVIEW,2,3,0,8,18,0,0,12,43
08/16/2016,Tuesday,CENTRAL,0,0,0,3,9,1,1,23,37
08/16/2016,Tuesday,INGLESIDE,1,0,0,7,7,0,0,6,21
08/16/2016,Tuesday,MISSION,0,1,0,8,15,1,0,13,38
08/16/2016,Tuesday,NORTHERN,0,1,0,3,11,0,0,21,36
08/16/2016,Tuesday,PARK,2,0,1,3,4,0,0,9,19
08/16/2016,Tuesday,RICHMOND,0,0,0,2,3,0,0,12,17
08/16/2016,Tuesday,SOUTHERN,2,3,0,13,12,0,0,31,61
08/16/2016,Tuesday,TARAVAL,0,0,0,2,4,1,0,13,20
