Date,DayOfWeek,PdDistrict,new_cat_domestic,new_cat_drug,new_cat_kidnap,new_cat_others,new_cat_public,new_cat_sex,new_cat_suicide,new_cat_theft,sum_crime_district,sunrise_time,sunset_time,daylight_hours,house_listings_sum,Dom_median,Dom_mean,Dom_min,Dom_max,Sale_median,Sale_mean,Sale_min,Sale_max,EvictionNos
03/02/2016,Wednesday,MISSION,1,3,0,11,16,0,0,12,43,637,1805,11.466666666666667,,,,,,,,,,1.0
03/02/2016,Wednesday,NORTHERN,1,0,0,4,8,1,0,16,30,637,1805,11.466666666666667,,,,,,,,,,0.0
03/02/2016,Wednesday,PARK,4,1,0,3,1,0,0,13,22,637,1805,11.466666666666667,,,,,,,,,,2.0
03/02/2016,Wednesday,RICHMOND,0,0,0,4,4,0,0,20,28,637,1805,11.466666666666667,,,,,,,,,,0.0
03/02/2016,Wednesday,SOUTHERN,1,1,0,8,21,0,0,30,61,637,1805,11.466666666666667,,,,,,,,,,0.0
03/02/2016,Wednesday,TARAVAL,2,0,0,4,6,0,0,18,30,637,1805,11.466666666666667,,,,,,,,,,0.0
03/02/2016,Wednesday,TENDERLOIN,0,2,0,4,4,1,0,7,18,637,1805,11.466666666666667,,,,,,,,,,1.0
03/02/2017,Thursday,BAYVIEW,0,0,0,5,13,0,0,22,40,638,1805,11.45,,,,,,,,,,0.0
03/02/2017,Thursday,CENTRAL,2,1,0,6,14,0,0,17,40,638,1805,11.45,,,,,,,,,,1.0
03/02/2017,Thursday,INGLESIDE,0,1,0,3,7,0,0,10,21,638,1805,11.45,,,,,,,,,,2.0
03/02/2017,Thursday,MISSION,0,2,0,10,23,0,0,23,58,638,1805,11.45,,,,,,,,,,0.0
03/02/2017,Thursday,NORTHERN,0,0,1,7,7,0,0,20,35,638,1805,11.45,,,,,,,,,,0.0
03/02/2017,Thursday,PARK,0,0,0,1,3,0,0,6,10,638,1805,11.45,,,,,,,,,,1.0
03/02/2017,Thursday,RICHMOND,0,0,0,6,8,0,0,14,28,638,1805,11.45,,,,,,,,,,0.0
03/02/2017,Thursday,SOUTHERN,0,1,0,7,36,0,0,26,70,638,1805,11.45,,,,,,,,,,0.0
03/02/2017,Thursday,TARAVAL,2,0,0,5,9,4,0,17,37,638,1805,11.45,,,,,,,,,,0.0
03/02/2017,Thursday,TENDERLOIN,0,2,0,0,7,0,0,6,15,638,1805,11.45,,,,,,,,,,0.0
03/03/2012,Saturday,BAYVIEW,2,1,1,9,6,0,0,4,23,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,CENTRAL,1,2,0,9,14,1,0,12,39,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,INGLESIDE,1,0,0,6,7,2,0,14,30,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,MISSION,1,1,0,6,12,0,0,14,34,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,NORTHERN,1,1,0,3,10,1,1,19,36,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,PARK,1,5,0,2,2,0,0,11,21,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,RICHMOND,0,0,0,5,5,0,0,6,16,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,SOUTHERN,1,5,0,8,22,1,0,31,68,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,TARAVAL,0,0,0,6,9,0,0,2,17,636,1806,11.5,,,,,,,,,,0.0
03/03/2012,Saturday,TENDERLOIN,0,3,0,3,8,0,0,7,21,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,BAYVIEW,1,3,0,5,10,1,0,8,28,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,CENTRAL,0,1,0,1,7,0,0,15,24,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,INGLESIDE,1,1,0,7,11,0,0,9,29,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,MISSION,0,2,0,9,15,2,0,14,42,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,NORTHERN,1,1,0,4,9,0,0,23,38,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,PARK,0,0,0,2,5,0,0,8,15,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,RICHMOND,1,0,0,3,3,1,0,8,16,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,SOUTHERN,0,3,0,5,26,1,0,18,53,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,TARAVAL,1,1,0,3,4,0,0,15,24,636,1806,11.5,,,,,,,,,,0.0
03/03/2013,Sunday,TENDERLOIN,1,3,0,11,7,0,0,7,29,636,1806,11.5,,,,,,,,,,0.0
03/03/2014,Monday,BAYVIEW,1,1,0,4,8,1,0,11,26,637,1805,11.466666666666667,,,,,,,,,,1.0
03/03/2014,Monday,CENTRAL,0,1,0,4,2,0,0,18,25,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2014,Monday,INGLESIDE,0,1,1,6,10,1,0,16,35,637,1805,11.466666666666667,,,,,,,,,,3.0
03/03/2014,Monday,MISSION,3,2,0,11,11,2,0,11,40,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2014,Monday,NORTHERN,0,1,0,4,14,0,1,19,39,637,1805,11.466666666666667,,,,,,,,,,4.0
03/03/2014,Monday,PARK,0,1,0,5,5,0,0,5,16,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2014,Monday,RICHMOND,0,1,0,7,1,0,0,10,19,637,1805,11.466666666666667,,,,,,,,,,1.0
03/03/2014,Monday,SOUTHERN,0,3,0,11,24,0,0,30,68,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2014,Monday,TARAVAL,1,0,0,3,3,0,0,10,17,637,1805,11.466666666666667,,,,,,,,,,1.0
03/03/2014,Monday,TENDERLOIN,1,5,1,6,5,2,0,1,21,637,1805,11.466666666666667,,,,,,,,,,2.0
03/03/2015,Tuesday,BAYVIEW,1,1,0,8,8,0,0,11,29,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2015,Tuesday,CENTRAL,1,0,0,5,14,0,0,23,43,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2015,Tuesday,INGLESIDE,1,0,0,12,9,0,0,10,32,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2015,Tuesday,MISSION,0,2,0,9,18,1,0,14,44,637,1805,11.466666666666667,,,,,,,,,,1.0
03/03/2015,Tuesday,NORTHERN,0,2,1,10,12,0,0,26,51,637,1805,11.466666666666667,,,,,,,,,,1.0
03/03/2015,Tuesday,PARK,1,0,0,3,6,0,0,8,18,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2015,Tuesday,RICHMOND,1,0,0,2,3,0,0,16,22,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2015,Tuesday,SOUTHERN,2,1,0,6,14,0,0,34,57,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2015,Tuesday,TARAVAL,1,0,0,11,7,0,0,17,36,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2015,Tuesday,TENDERLOIN,0,1,0,5,7,1,0,9,23,637,1805,11.466666666666667,,,,,,,,,,0.0
03/03/2016,Thursday,BAYVIEW,1,2,0,4,22,0,0,10,39,636,1806,11.5,,,,,,,,,,0.0
03/03/2016,Thursday,CENTRAL,1,1,0,9,6,2,0,36,55,636,1806,11.5,,,,,,,,,,0.0
03/03/2016,Thursday,INGLESIDE,2,1,0,5,8,0,0,10,26,636,1806,11.5,,,,,,,,,,2.0
03/03/2016,Thursday,MISSION,3,1,0,6,10,2,0,14,36,636,1806,11.5,,,,,,,,,,0.0
03/03/2016,Thursday,NORTHERN,0,1,0,6,7,0,0,16,30,636,1806,11.5,,,,,,,,,,0.0
03/03/2016,Thursday,PARK,1,0,0,1,0,0,0,7,9,636,1806,11.5,,,,,,,,,,0.0
03/03/2016,Thursday,RICHMOND,1,0,0,4,3,0,0,13,21,636,1806,11.5,,,,,,,,,,1.0
03/03/2016,Thursday,SOUTHERN,0,0,0,6,21,0,0,18,45,636,1806,11.5,,,,,,,,,,0.0
03/03/2016,Thursday,TARAVAL,0,0,0,5,6,0,0,11,22,636,1806,11.5,,,,,,,,,,6.0
03/03/2016,Thursday,TENDERLOIN,0,1,0,3,12,1,0,7,24,636,1806,11.5,,,,,,,,,,0.0
03/03/2017,Friday,BAYVIEW,2,0,0,8,8,0,0,14,32,636,1806,11.5,,,,,,,,,,0.0
03/03/2017,Friday,CENTRAL,0,0,1,2,11,2,0,22,38,636,1806,11.5,,,,,,,,,,0.0
03/03/2017,Friday,INGLESIDE,0,1,0,8,15,0,0,8,32,636,1806,11.5,,,,,,,,,,0.0
03/03/2017,Friday,MISSION,1,3,0,10,24,1,0,24,63,636,1806,11.5,,,,,,,,,,1.0
03/03/2017,Friday,NORTHERN,0,1,0,6,12,0,0,38,57,636,1806,11.5,,,,,,,,,,1.0
03/03/2017,Friday,PARK,3,0,0,7,4,0,0,10,24,636,1806,11.5,,,,,,,,,,0.0
03/03/2017,Friday,RICHMOND,0,0,0,1,4,0,0,6,11,636,1806,11.5,,,,,,,,,,2.0
03/03/2017,Friday,SOUTHERN,2,5,0,17,19,0,0,34,77,636,1806,11.5,,,,,,,,,,3.0
03/03/2017,Friday,TARAVAL,3,2,0,9,15,0,0,10,39,636,1806,11.5,,,,,,,,,,1.0
03/03/2017,Friday,TENDERLOIN,1,3,0,2,8,0,0,10,24,636,1806,11.5,,,,,,,,,,0.0
03/04/2012,Sunday,BAYVIEW,1,0,1,18,12,0,0,7,39,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,CENTRAL,0,1,0,3,12,1,0,15,32,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,INGLESIDE,0,0,1,3,11,0,0,4,19,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,MISSION,1,1,0,8,17,0,0,12,39,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,NORTHERN,1,2,0,6,11,0,0,16,36,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,PARK,1,4,0,1,4,0,0,8,18,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,RICHMOND,0,0,0,2,3,0,0,4,9,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,SOUTHERN,2,1,0,6,22,0,0,24,55,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,TARAVAL,1,1,1,6,12,0,0,10,31,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2012,Sunday,TENDERLOIN,0,1,0,3,5,0,0,5,14,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2013,Monday,BAYVIEW,1,1,0,10,11,0,1,14,38,635,1807,11.533333333333333,,,,,,,,,,1.0
03/04/2013,Monday,CENTRAL,0,0,0,0,5,0,0,13,18,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2013,Monday,INGLESIDE,0,0,0,10,15,0,0,12,37,635,1807,11.533333333333333,,,,,,,,,,2.0
03/04/2013,Monday,MISSION,1,2,0,8,19,1,0,26,57,635,1807,11.533333333333333,,,,,,,,,,1.0
03/04/2013,Monday,NORTHERN,1,1,0,5,11,0,0,20,38,635,1807,11.533333333333333,,,,,,,,,,1.0
03/04/2013,Monday,PARK,2,1,0,1,2,0,0,4,10,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2013,Monday,RICHMOND,0,0,0,3,6,0,0,3,12,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2013,Monday,SOUTHERN,1,2,1,5,19,0,0,35,63,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2013,Monday,TARAVAL,0,0,0,4,6,0,0,15,25,635,1807,11.533333333333333,,,,,,,,,,3.0
03/04/2013,Monday,TENDERLOIN,0,2,0,7,10,0,0,12,31,635,1807,11.533333333333333,,,,,,,,,,1.0
03/04/2014,Tuesday,BAYVIEW,2,2,1,7,21,2,0,8,43,635,1806,11.516666666666667,,,,,,,,,,1.0
03/04/2014,Tuesday,CENTRAL,0,0,0,3,7,0,0,22,32,635,1806,11.516666666666667,,,,,,,,,,0.0
03/04/2014,Tuesday,INGLESIDE,2,2,0,9,16,0,0,8,37,635,1806,11.516666666666667,,,,,,,,,,1.0
03/04/2014,Tuesday,MISSION,1,1,0,8,15,0,0,22,47,635,1806,11.516666666666667,,,,,,,,,,2.0
03/04/2014,Tuesday,NORTHERN,0,1,0,8,13,0,0,14,36,635,1806,11.516666666666667,,,,,,,,,,0.0
03/04/2014,Tuesday,PARK,2,0,0,5,4,0,0,5,16,635,1806,11.516666666666667,,,,,,,,,,1.0
03/04/2014,Tuesday,RICHMOND,1,0,0,2,3,0,0,4,10,635,1806,11.516666666666667,,,,,,,,,,2.0
03/04/2014,Tuesday,SOUTHERN,0,6,1,16,17,1,0,33,74,635,1806,11.516666666666667,,,,,,,,,,0.0
03/04/2014,Tuesday,TARAVAL,0,0,0,5,2,0,0,8,15,635,1806,11.516666666666667,,,,,,,,,,1.0
03/04/2014,Tuesday,TENDERLOIN,0,4,0,9,15,1,0,5,34,635,1806,11.516666666666667,,,,,,,,,,0.0
03/04/2015,Wednesday,BAYVIEW,0,0,0,14,9,0,0,27,50,636,1806,11.5,,,,,,,,,,2.0
03/04/2015,Wednesday,CENTRAL,1,0,0,3,10,1,0,25,40,636,1806,11.5,,,,,,,,,,0.0
03/04/2015,Wednesday,INGLESIDE,2,1,1,11,9,1,0,8,33,636,1806,11.5,,,,,,,,,,0.0
03/04/2015,Wednesday,MISSION,0,1,0,6,17,2,0,11,37,636,1806,11.5,,,,,,,,,,2.0
03/04/2015,Wednesday,NORTHERN,0,1,0,7,7,1,0,32,48,636,1806,11.5,,,,,,,,,,1.0
03/04/2015,Wednesday,PARK,1,0,0,6,5,1,0,9,22,636,1806,11.5,,,,,,,,,,1.0
03/04/2015,Wednesday,RICHMOND,1,0,0,3,5,1,0,17,27,636,1806,11.5,,,,,,,,,,0.0
03/04/2015,Wednesday,SOUTHERN,0,0,0,6,28,0,0,42,76,636,1806,11.5,,,,,,,,,,0.0
03/04/2015,Wednesday,TARAVAL,2,1,0,5,7,0,0,12,27,636,1806,11.5,,,,,,,,,,0.0
03/04/2015,Wednesday,TENDERLOIN,1,4,0,5,9,0,0,8,27,636,1806,11.5,,,,,,,,,,0.0
03/04/2016,Friday,BAYVIEW,2,4,0,9,20,0,0,7,42,634,1807,11.55,,,,,,,,,,0.0
03/04/2016,Friday,CENTRAL,1,0,0,6,16,1,0,18,42,634,1807,11.55,,,,,,,,,,1.0
03/04/2016,Friday,INGLESIDE,2,0,0,7,10,0,0,15,34,634,1807,11.55,,,,,,,,,,1.0
03/04/2016,Friday,MISSION,4,1,0,7,14,1,0,13,40,634,1807,11.55,,,,,,,,,,1.0
03/04/2016,Friday,NORTHERN,1,1,0,5,12,0,0,31,50,634,1807,11.55,,,,,,,,,,3.0
03/04/2016,Friday,PARK,2,1,0,8,5,0,0,6,22,634,1807,11.55,,,,,,,,,,0.0
03/04/2016,Friday,RICHMOND,1,0,0,3,4,0,0,14,22,634,1807,11.55,,,,,,,,,,2.0
03/04/2016,Friday,SOUTHERN,3,2,0,8,13,0,0,36,62,634,1807,11.55,,,,,,,,,,0.0
03/04/2016,Friday,TARAVAL,1,0,0,8,4,0,0,13,26,634,1807,11.55,,,,,,,,,,2.0
03/04/2016,Friday,TENDERLOIN,0,1,0,5,4,0,0,6,16,634,1807,11.55,,,,,,,,,,1.0
03/04/2017,Saturday,BAYVIEW,0,0,0,4,9,1,0,12,26,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,CENTRAL,2,1,0,4,12,0,0,23,42,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,INGLESIDE,1,0,0,2,6,0,0,9,18,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,MISSION,2,3,0,9,26,0,0,22,62,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,NORTHERN,0,0,0,2,12,0,0,32,46,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,PARK,0,0,0,1,5,0,0,10,16,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,RICHMOND,0,0,0,5,9,0,0,11,25,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,SOUTHERN,1,0,0,6,15,1,0,38,61,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,TARAVAL,1,0,0,5,7,0,0,23,36,635,1807,11.533333333333333,,,,,,,,,,0.0
03/04/2017,Saturday,TENDERLOIN,0,1,1,2,12,0,0,7,23,635,1807,11.533333333333333,,,,,,,,,,0.0
03/05/2012,Monday,BAYVIEW,2,5,0,13,15,0,0,13,48,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2012,Monday,CENTRAL,0,0,0,5,8,0,0,8,21,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2012,Monday,INGLESIDE,3,3,0,1,8,0,0,13,28,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2012,Monday,MISSION,2,1,0,2,12,0,0,12,29,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2012,Monday,NORTHERN,1,0,0,6,11,0,0,18,36,633,1808,11.583333333333336,,,,,,,,,,2.0
03/05/2012,Monday,PARK,1,6,0,5,8,0,0,9,29,633,1808,11.583333333333336,,,,,,,,,,1.0
03/05/2012,Monday,RICHMOND,1,0,0,5,3,0,0,6,15,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2012,Monday,SOUTHERN,1,2,0,14,10,0,0,20,47,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2012,Monday,TARAVAL,1,2,0,9,9,0,0,14,35,633,1808,11.583333333333336,,,,,,,,,,2.0
03/05/2012,Monday,TENDERLOIN,0,3,0,4,4,0,0,8,19,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,BAYVIEW,1,2,0,12,13,0,0,11,39,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,CENTRAL,1,1,0,1,7,0,0,16,26,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,INGLESIDE,1,1,0,7,10,0,0,17,36,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,MISSION,2,6,0,8,6,1,0,24,47,633,1808,11.583333333333336,,,,,,,,,,2.0
03/05/2013,Tuesday,NORTHERN,0,1,0,5,12,0,0,11,29,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,PARK,2,1,0,1,4,0,0,3,11,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,RICHMOND,0,0,0,1,3,0,0,11,15,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,SOUTHERN,4,2,0,13,18,0,0,22,59,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,TARAVAL,0,0,0,2,8,0,0,9,19,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2013,Tuesday,TENDERLOIN,1,5,1,5,7,2,0,5,26,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2014,Wednesday,BAYVIEW,0,1,0,7,8,0,0,6,22,634,1807,11.55,,,,,,,,,,0.0
03/05/2014,Wednesday,CENTRAL,0,1,0,1,6,1,0,16,25,634,1807,11.55,,,,,,,,,,3.0
03/05/2014,Wednesday,INGLESIDE,2,1,0,9,10,0,0,5,27,634,1807,11.55,,,,,,,,,,1.0
03/05/2014,Wednesday,MISSION,2,1,0,11,13,0,0,14,41,634,1807,11.55,,,,,,,,,,2.0
03/05/2014,Wednesday,NORTHERN,3,3,1,5,8,1,0,27,48,634,1807,11.55,,,,,,,,,,0.0
03/05/2014,Wednesday,PARK,2,1,0,3,3,0,0,16,25,634,1807,11.55,,,,,,,,,,0.0
03/05/2014,Wednesday,RICHMOND,1,0,0,1,1,0,0,9,12,634,1807,11.55,,,,,,,,,,0.0
03/05/2014,Wednesday,SOUTHERN,0,3,1,9,9,1,0,30,53,634,1807,11.55,,,,,,,,,,0.0
03/05/2014,Wednesday,TARAVAL,0,2,0,4,9,0,0,13,28,634,1807,11.55,,,,,,,,,,2.0
03/05/2014,Wednesday,TENDERLOIN,1,2,0,7,13,0,0,11,34,634,1807,11.55,,,,,,,,,,0.0
03/05/2015,Thursday,BAYVIEW,1,0,0,8,6,0,0,14,29,634,1807,11.55,,,,,,,,,,0.0
03/05/2015,Thursday,CENTRAL,0,0,0,8,12,0,0,21,41,634,1807,11.55,,,,,,,,,,2.0
03/05/2015,Thursday,INGLESIDE,0,2,0,8,9,0,0,13,32,634,1807,11.55,,,,,,,,,,1.0
03/05/2015,Thursday,MISSION,0,1,0,10,14,2,0,13,40,634,1807,11.55,,,,,,,,,,0.0
03/05/2015,Thursday,NORTHERN,1,1,0,9,11,1,0,17,40,634,1807,11.55,,,,,,,,,,0.0
03/05/2015,Thursday,PARK,0,0,0,2,4,1,0,9,16,634,1807,11.55,,,,,,,,,,1.0
03/05/2015,Thursday,RICHMOND,0,1,0,3,1,0,0,5,10,634,1807,11.55,,,,,,,,,,0.0
03/05/2015,Thursday,SOUTHERN,0,1,0,9,18,7,0,33,68,634,1807,11.55,,,,,,,,,,2.0
03/05/2015,Thursday,TARAVAL,0,0,0,10,7,0,0,11,28,634,1807,11.55,,,,,,,,,,2.0
03/05/2015,Thursday,TENDERLOIN,0,5,0,11,11,0,0,14,41,634,1807,11.55,,,,,,,,,,0.0
03/05/2016,Saturday,BAYVIEW,2,1,1,5,18,1,0,9,37,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,CENTRAL,0,3,0,9,13,0,0,16,41,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,INGLESIDE,1,1,0,9,10,0,0,9,30,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,MISSION,0,1,0,6,10,1,0,13,31,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,NORTHERN,0,0,0,3,14,1,0,25,43,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,PARK,0,0,0,1,2,0,0,8,11,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,RICHMOND,0,0,0,5,7,0,0,5,17,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,SOUTHERN,3,1,0,3,8,0,0,20,35,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,TARAVAL,0,1,0,2,8,0,0,11,22,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2016,Saturday,TENDERLOIN,0,0,0,2,7,0,0,4,13,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,BAYVIEW,0,0,0,10,18,0,0,15,43,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,CENTRAL,0,0,0,4,11,0,0,33,48,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,INGLESIDE,0,0,0,5,5,0,0,13,23,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,MISSION,0,0,0,4,12,0,0,22,38,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,NORTHERN,2,4,0,3,15,1,0,30,55,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,PARK,0,0,0,0,3,1,0,5,9,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,RICHMOND,0,1,0,2,1,0,0,8,12,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,SOUTHERN,1,2,0,4,7,0,0,26,40,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,TARAVAL,2,1,0,7,6,0,0,15,31,633,1808,11.583333333333336,,,,,,,,,,0.0
03/05/2017,Sunday,TENDERLOIN,0,2,0,4,5,0,0,3,14,633,1808,11.583333333333336,,,,,,,,,,0.0
03/06/2012,Tuesday,BAYVIEW,6,1,0,6,14,0,0,11,38,632,1809,11.616666666666667,,,,,,,,,,4.0
03/06/2012,Tuesday,CENTRAL,0,0,0,4,7,0,0,8,19,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2012,Tuesday,INGLESIDE,0,0,0,6,7,0,1,14,28,632,1809,11.616666666666667,,,,,,,,,,1.0
03/06/2012,Tuesday,MISSION,0,3,0,6,14,0,0,11,34,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2012,Tuesday,NORTHERN,0,1,0,2,5,0,0,14,22,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2012,Tuesday,PARK,1,0,0,2,4,0,0,7,14,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2012,Tuesday,RICHMOND,0,0,1,5,5,1,0,8,20,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2012,Tuesday,SOUTHERN,1,3,1,9,11,0,0,17,42,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2012,Tuesday,TARAVAL,1,0,0,1,6,0,0,14,22,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2012,Tuesday,TENDERLOIN,0,3,0,6,3,0,0,2,14,632,1809,11.616666666666667,,,,,,,,,,1.0
03/06/2013,Wednesday,BAYVIEW,2,1,1,5,12,0,0,10,31,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2013,Wednesday,CENTRAL,1,1,0,6,7,1,0,10,26,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2013,Wednesday,INGLESIDE,3,2,0,7,7,0,0,18,37,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2013,Wednesday,MISSION,1,5,0,9,7,2,0,27,51,632,1809,11.616666666666667,,,,,,,,,,1.0
03/06/2013,Wednesday,NORTHERN,0,0,0,4,9,0,0,12,25,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2013,Wednesday,PARK,0,1,0,4,4,0,0,5,14,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2013,Wednesday,RICHMOND,1,1,0,1,7,0,0,9,19,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2013,Wednesday,SOUTHERN,0,4,0,11,22,0,0,10,47,632,1809,11.616666666666667,,,,,,,,,,1.0
03/06/2013,Wednesday,TARAVAL,2,2,0,1,3,1,0,17,26,632,1809,11.616666666666667,,,,,,,,,,1.0
03/06/2013,Wednesday,TENDERLOIN,0,2,0,3,16,0,0,11,32,632,1809,11.616666666666667,,,,,,,,,,0.0
03/06/2014,Thursday,BAYVIEW,0,3,1,11,14,0,0,6,35,632,1808,11.6,,,,,,,,,,0.0
03/06/2014,Thursday,CENTRAL,0,0,0,8,6,1,0,31,46,632,1808,11.6,,,,,,,,,,0.0
03/06/2014,Thursday,INGLESIDE,0,1,0,4,12,1,0,17,35,632,1808,11.6,,,,,,,,,,0.0
03/06/2014,Thursday,MISSION,2,5,0,9,15,0,0,24,55,632,1808,11.6,,,,,,,,,,4.0
03/06/2014,Thursday,NORTHERN,0,1,0,7,4,1,0,16,29,632,1808,11.6,,,,,,,,,,0.0
03/06/2014,Thursday,PARK,2,2,0,3,9,0,0,5,21,632,1808,11.6,,,,,,,,,,0.0
03/06/2014,Thursday,RICHMOND,2,0,0,4,6,0,0,11,23,632,1808,11.6,,,,,,,,,,2.0
03/06/2014,Thursday,SOUTHERN,2,1,0,16,31,0,0,21,71,632,1808,11.6,,,,,,,,,,0.0
