Inventory,Median Dom,Median Sale,New Listings,Period End,DoW,Neighborhood,PdDistrict
11,12,830000,19,11/30/12,Fri,Clarendon Heights,PARK
2,14,1200000,12,11/30/12,Fri,Corona Heights,PARK
9,16,1110000,34,11/30/12,Fri,Dolores Heights,MISSION
9,15,1228000,43,11/30/12,Fri,Eureka Valley,MISSION
2,13,1118000,13,11/30/12,Fri,Fairmount,CENTRAL
4,18,1485000,9,11/30/12,Fri,Forest Hill,TARAVAL
10,18,1002000,38,11/30/12,Fri,Golden Gate Heights,TARAVAL
1,18.5,1035000,9,11/30/12,Fri,Haight Ashbury,PARK
,23,760000,10,11/30/12,Fri,Holly Park,INGLESIDE
10,17,1108000,33,11/30/12,Fri,Inner Richmond,RICHMOND
1,13,977000,26,11/30/12,Fri,Inner Sunset,TARAVAL
4,13.5,1045000,12,11/30/12,Fri,Lake Street,NORTHERN
2,15.5,1470000,12,11/30/12,Fri,Laurel Heights-Jordan Park,RICHMOND
,19,1070000,9,11/30/12,Fri,Lone Mountain,RICHMOND
9,29,810000,29,11/30/12,Fri,Mission Bay,SOUTHERN
21,16,895000,60,11/30/12,Fri,Mission District,MISSION
3,12,750000,21,11/30/12,Fri,Mission Dolores,MISSION
27,16,1263000,97,11/30/12,Fri,Noe Valley,MISSION
78,16,775000,171,11/30/12,Fri,Northeast San Francisco,CENTRAL
216,14,926000,594,11/30/12,Fri,Northwest San Francisco,RICHMOND
5,28,545000,12,11/30/12,Fri,Outer Mission,INGLESIDE
27,16,780000,52,11/30/12,Fri,Outer Richmond,RICHMOND
27,15,715000,74,11/30/12,Fri,Outer Sunset,TARAVAL
4,14,790000,17,11/30/12,Fri,Panhandle,PARK
8,15,790000,27,11/30/12,Fri,Parkside,TARAVAL
3,13.5,920000,7,11/30/12,Fri,Peralta Heights,BAYVIEW
11,31,3100000,27,11/30/12,Fri,Presidio Heights,NORTHERN
21,14,770000,46,11/30/12,Fri,Rincon Hill,SOUTHERN
4,15,2600000,8,11/30/12,Fri,Seacliff,RICHMOND
57,16,830000,125,11/30/12,Fri,South Beach,SOUTHERN
28,20,678000,61,11/30/12,Fri,South of Market,SOUTHERN
286,17,675000,604,11/30/12,Fri,Southeast San Francisco,BAYVIEW
256,15,800000,738,11/30/12,Fri,Southwest San Francisco,TARAVAL
7,14,744000,18,11/30/12,Fri,Sunnyside,INGLESIDE
2,50.5,403000,7,11/30/12,Fri,Tenderloin,TENDERLOIN
8,14,1294000,14,11/30/12,Fri,Union Street,CENTRAL
3,27,660000,7,11/30/12,Fri,University Mound,BAYVIEW
5,35,998000,23,11/30/12,Fri,Upper Market,PARK
9,20.5,488000,15,11/30/12,Fri,Visitacion Valley,INGLESIDE
2,27,886000,6,12/31/12,Mon,Anza Vista,PARK
3,11,1393000,9,12/31/12,Mon,Ashbury Heights / Parnassus,PARK
3,23,430000,9,12/31/12,Mon,Bret Harte,BAYVIEW
2,11,1167000,12,12/31/12,Mon,Buena Vista,PARK
7,20,555000,24,12/31/12,Mon,Cathedral Hill,NORTHERN
3,21,635000,7,12/31/12,Mon,Cayuga,INGLESIDE
8,14,775000,13,12/31/12,Mon,Clarendon Heights,PARK
,16,1175000,4,12/31/12,Mon,Corona Heights,PARK
7,16,995000,18,12/31/12,Mon,Dolores Heights,MISSION
4,16.5,1300000,17,12/31/12,Mon,Eureka Valley,MISSION
2,14,1112000,8,12/31/12,Mon,Fairmount,CENTRAL
1,25,1460000,6,12/31/12,Mon,Forest Hill,TARAVAL
8,19,989000,25,12/31/12,Mon,Golden Gate Heights,TARAVAL
1,21,963000,5,12/31/12,Mon,Haight Ashbury,PARK
,16,760000,3,12/31/12,Mon,Holly Park,INGLESIDE
7,15,1038000,20,12/31/12,Mon,Inner Richmond,RICHMOND
3,17,979000,18,12/31/12,Mon,Inner Sunset,TARAVAL
2,12,968000,9,12/31/12,Mon,Lake Street,NORTHERN
,17,1328000,7,12/31/12,Mon,Laurel Heights-Jordan Park,RICHMOND
1,30.5,1070000,6,12/31/12,Mon,Lone Mountain,RICHMOND
4,28,794000,23,12/31/12,Mon,Mission Bay,SOUTHERN
13,15.5,815000,50,12/31/12,Mon,Mission District,MISSION
1,12,810000,13,12/31/12,Mon,Mission Dolores,MISSION
13,16,1320000,51,12/31/12,Mon,Noe Valley,MISSION
39,16,838000,109,12/31/12,Mon,Northeast San Francisco,CENTRAL
127,15,950000,369,12/31/12,Mon,Northwest San Francisco,RICHMOND
5,13,550000,7,12/31/12,Mon,Outer Mission,INGLESIDE
19,18,775000,37,12/31/12,Mon,Outer Richmond,RICHMOND
15,15,723000,50,12/31/12,Mon,Outer Sunset,TARAVAL
2,9,750000,7,12/31/12,Mon,Panhandle,PARK
6,20,738000,19,12/31/12,Mon,Parkside,TARAVAL
1,14,1275000,4,12/31/12,Mon,Peralta Heights,BAYVIEW
8,32,2250000,12,12/31/12,Mon,Presidio Heights,NORTHERN
10,23.5,815000,25,12/31/12,Mon,Rincon Hill,SOUTHERN
2,16,2943000,5,12/31/12,Mon,Seacliff,RICHMOND
30,19,840000,85,12/31/12,Mon,South Beach,SOUTHERN
11,22,650000,39,12/31/12,Mon,South of Market,SOUTHERN
178,19,680000,431,12/31/12,Mon,Southeast San Francisco,BAYVIEW
166,17,800000,488,12/31/12,Mon,Southwest San Francisco,TARAVAL
2,14,751000,14,12/31/12,Mon,Sunnyside,INGLESIDE
1,103,441000,3,12/31/12,Mon,Tenderloin,TENDERLOIN
4,12.5,1000000,12,12/31/12,Mon,Union Street,CENTRAL
4,29,651000,3,12/31/12,Mon,University Mound,BAYVIEW
5,20.5,850000,13,12/31/12,Mon,Upper Market,PARK
2,21.5,522000,12,12/31/12,Mon,Visitacion Valley,INGLESIDE
4,12,670000,8,1/31/13,Thu,Anza Vista,PARK
3,23,1243000,12,1/31/13,Thu,Ashbury Heights / Parnassus,PARK
3,21.5,468000,5,1/31/13,Thu,Bret Harte,BAYVIEW
4,13,973000,11,1/31/13,Thu,Buena Vista,PARK
6,12,543000,24,1/31/13,Thu,Cathedral Hill,NORTHERN
4,20,590000,7,1/31/13,Thu,Cayuga,INGLESIDE
9,18,792000,13,1/31/13,Thu,Clarendon Heights,PARK
1,18.5,1127000,4,1/31/13,Thu,Corona Heights,PARK
4,15,1200000,12,1/31/13,Thu,Dolores Heights,MISSION
7,28.5,1000000,19,1/31/13,Thu,Eureka Valley,MISSION
1,15.5,1061000,3,1/31/13,Thu,Fairmount,CENTRAL
2,18,1435000,5,1/31/13,Thu,Forest Hill,TARAVAL
7,17,970000,18,1/31/13,Thu,Golden Gate Heights,TARAVAL
,30.5,825000,2,1/31/13,Thu,Haight Ashbury,PARK
2,16,887000,5,1/31/13,Thu,Holly Park,INGLESIDE
7,22,1005000,24,1/31/13,Thu,Inner Richmond,RICHMOND
4,19,970000,15,1/31/13,Thu,Inner Sunset,TARAVAL
2,13,1310000,9,1/31/13,Thu,Lake Street,NORTHERN
,35,1426000,4,1/31/13,Thu,Laurel Heights-Jordan Park,RICHMOND
1,30.5,1070000,5,1/31/13,Thu,Lone Mountain,RICHMOND
3,21.5,964000,20,1/31/13,Thu,Mission Bay,SOUTHERN
10,16,804000,39,1/31/13,Thu,Mission District,MISSION
1,12,815000,10,1/31/13,Thu,Mission Dolores,MISSION
18,17,1365000,57,1/31/13,Thu,Noe Valley,MISSION
39,20,775000,86,1/31/13,Thu,Northeast San Francisco,CENTRAL
142,18,912000,316,1/31/13,Thu,Northwest San Francisco,RICHMOND
4,13,550000,6,1/31/13,Thu,Outer Mission,INGLESIDE
19,18,774000,34,1/31/13,Thu,Outer Richmond,RICHMOND
17,19,720000,34,1/31/13,Thu,Outer Sunset,TARAVAL
3,21,770000,4,1/31/13,Thu,Panhandle,PARK
8,22,730000,13,1/31/13,Thu,Parkside,TARAVAL
1,32,1275000,2,1/31/13,Thu,Peralta Heights,BAYVIEW
7,31,1435000,7,1/31/13,Thu,Presidio Heights,NORTHERN
15,31.5,815000,22,1/31/13,Thu,Rincon Hill,SOUTHERN
2,28,2671000,4,1/31/13,Thu,Seacliff,RICHMOND
36,24.5,880000,82,1/31/13,Thu,South Beach,SOUTHERN
17,20,635000,33,1/31/13,Thu,South of Market,SOUTHERN
199,21,673000,398,1/31/13,Thu,Southeast San Francisco,BAYVIEW
180,18.5,780000,410,1/31/13,Thu,Southwest San Francisco,TARAVAL
1,15.5,738000,7,1/31/13,Thu,Sunnyside,INGLESIDE
3,11,351000,6,1/31/13,Thu,Tenderloin,TENDERLOIN
10,11,1300000,14,1/31/13,Thu,Union Street,CENTRAL
4,46,633000,3,1/31/13,Thu,University Mound,BAYVIEW
10,26,844000,15,1/31/13,Thu,Upper Market,PARK
2,22,533000,10,1/31/13,Thu,Visitacion Valley,INGLESIDE
,11,589000,6,2/28/13,Thu,Anza Vista,PARK
2,32,989000,8,2/28/13,Thu,Ashbury Heights / Parnassus,PARK
7,21.5,449000,10,2/28/13,Thu,Bret Harte,BAYVIEW
5,16,925000,11,2/28/13,Thu,Buena Vista,PARK
6,12,530000,20,2/28/13,Thu,Cathedral Hill,NORTHERN
3,43.5,585000,6,2/28/13,Thu,Cayuga,INGLESIDE
7,72,900000,12,2/28/13,Thu,Clarendon Heights,PARK
1,14.5,1275000,6,2/28/13,Thu,Corona Heights,PARK
9,15.5,1100000,21,2/28/13,Thu,Dolores Heights,MISSION
9,29,975000,21,2/28/13,Thu,Eureka Valley,MISSION
2,22.5,887000,8,2/28/13,Thu,Fairmount,CENTRAL
1,15,1435000,3,2/28/13,Thu,Forest Hill,TARAVAL
7,15,995000,18,2/28/13,Thu,Golden Gate Heights,TARAVAL
3,19,885000,10,2/28/13,Thu,Haight Ashbury,PARK
1,14,1019000,7,2/28/13,Thu,Holly Park,INGLESIDE
10,18,938000,25,2/28/13,Thu,Inner Richmond,RICHMOND
3,15,956000,15,2/28/13,Thu,Inner Sunset,TARAVAL
3,36,1500000,6,2/28/13,Thu,Lake Street,NORTHERN
1,25,913000,3,2/28/13,Thu,Laurel Heights-Jordan Park,RICHMOND
5,54,1175000,11,2/28/13,Thu,Lone Mountain,RICHMOND
10,12.5,999000,27,2/28/13,Thu,Mission Bay,SOUTHERN
12,20,680000,44,2/28/13,Thu,Mission District,MISSION
3,12,1189000,16,2/28/13,Thu,Mission Dolores,MISSION
19,19,1350000,57,2/28/13,Thu,Noe Valley,MISSION
61,21,814000,104,2/28/13,Thu,Northeast San Francisco,CENTRAL
170,18,888000,369,2/28/13,Thu,Northwest San Francisco,RICHMOND
2,13,535000,4,2/28/13,Thu,Outer Mission,INGLESIDE
28,20,791000,36,2/28/13,Thu,Outer Richmond,RICHMOND
25,26,727000,41,2/28/13,Thu,Outer Sunset,TARAVAL
4,52.5,858000,10,2/28/13,Thu,Panhandle,PARK
7,35,750000,13,2/28/13,Thu,Parkside,TARAVAL
4,30.5,1193000,4,2/28/13,Thu,Peralta Heights,BAYVIEW
5,35,1435000,8,2/28/13,Thu,Presidio Heights,NORTHERN
14,36,840000,28,2/28/13,Thu,Rincon Hill,SOUTHERN
5,22.5,4445000,6,2/28/13,Thu,Seacliff,RICHMOND
38,27,925000,85,2/28/13,Thu,South Beach,SOUTHERN
17,20,675000,35,2/28/13,Thu,South of Market,SOUTHERN
210,21,676000,434,2/28/13,Thu,Southeast San Francisco,BAYVIEW
186,20,787000,440,2/28/13,Thu,Southwest San Francisco,TARAVAL
4,37.5,675000,11,2/28/13,Thu,Sunnyside,INGLESIDE
3,69,262000,7,2/28/13,Thu,Tenderloin,TENDERLOIN
4,16.5,1000000,15,2/28/13,Thu,Union Street,CENTRAL
3,51.5,615000,4,2/28/13,Thu,University Mound,BAYVIEW
5,26,459000,12,2/28/13,Thu,Upper Market,PARK
2,17.5,513000,8,2/28/13,Thu,Visitacion Valley,INGLESIDE
1,11,589000,6,3/31/13,Sun,Anza Vista,PARK
6,15,1000000,17,3/31/13,Sun,Ashbury Heights / Parnassus,PARK
6,10,446000,12,3/31/13,Sun,Bret Harte,BAYVIEW
4,14.5,977000,21,3/31/13,Sun,Buena Vista,PARK
10,13,545000,22,3/31/13,Sun,Cathedral Hill,NORTHERN
2,23,580000,5,3/31/13,Sun,Cayuga,INGLESIDE
4,77,2638000,15,3/31/13,Sun,Clarendon Heights,PARK
,11,1128000,11,3/31/13,Sun,Corona Heights,PARK
3,15,1430000,26,3/31/13,Sun,Dolores Heights,MISSION
6,15.5,988000,31,3/31/13,Sun,Eureka Valley,MISSION
1,20,820000,10,3/31/13,Sun,Fairmount,CENTRAL
,16,1193000,3,3/31/13,Sun,Forest Hill,TARAVAL
9,14,1050000,33,3/31/13,Sun,Golden Gate Heights,TARAVAL
2,16,1140000,12,3/31/13,Sun,Haight Ashbury,PARK
2,12,798000,11,3/31/13,Sun,Holly Park,INGLESIDE
13,18,858000,33,3/31/13,Sun,Inner Richmond,RICHMOND
9,12,1161000,24,3/31/13,Sun,Inner Sunset,TARAVAL
8,33,1259000,15,3/31/13,Sun,Lake Street,NORTHERN
1,10.5,800000,6,3/31/13,Sun,Laurel Heights-Jordan Park,RICHMOND
2,12.5,1241000,15,3/31/13,Sun,Lone Mountain,RICHMOND
7,13.5,948000,35,3/31/13,Sun,Mission Bay,SOUTHERN
17,13,775000,52,3/31/13,Sun,Mission District,MISSION
2,12,1103000,20,3/31/13,Sun,Mission Dolores,MISSION
15,13,1420000,74,3/31/13,Sun,Noe Valley,MISSION
77,14,847000,167,3/31/13,Sun,Northeast San Francisco,CENTRAL
187,15,939000,522,3/31/13,Sun,Northwest San Francisco,RICHMOND
3,28,512000,5,3/31/13,Sun,Outer Mission,INGLESIDE
20,14,860000,41,3/31/13,Sun,Outer Richmond,RICHMOND
26,19,755000,64,3/31/13,Sun,Outer Sunset,TARAVAL
4,16,837000,19,3/31/13,Sun,Panhandle,PARK
9,32,756000,13,3/31/13,Sun,Parkside,TARAVAL
1,37.5,1555000,4,3/31/13,Sun,Peralta Heights,BAYVIEW
5,18,2750000,14,3/31/13,Sun,Presidio Heights,NORTHERN
14,18,860000,46,3/31/13,Sun,Rincon Hill,SOUTHERN
5,14,3485000,8,3/31/13,Sun,Seacliff,RICHMOND
40,16,899000,118,3/31/13,Sun,South Beach,SOUTHERN
21,14.5,725000,58,3/31/13,Sun,South of Market,SOUTHERN
212,17,718000,558,3/31/13,Sun,Southeast San Francisco,BAYVIEW
184,16,815000,598,3/31/13,Sun,Southwest San Francisco,TARAVAL
5,14,722000,13,3/31/13,Sun,Sunnyside,INGLESIDE
7,41.5,338000,13,3/31/13,Sun,Tenderloin,TENDERLOIN
5,17,840000,19,3/31/13,Sun,Union Street,CENTRAL
3,37.5,648000,5,3/31/13,Sun,University Mound,BAYVIEW
2,36,838000,16,3/31/13,Sun,Upper Market,PARK
6,12,456000,15,3/31/13,Sun,Visitacion Valley,INGLESIDE
,11,589000,4,4/30/13,Tue,Anza Vista,PARK
4,13,1475000,20,4/30/13,Tue,Ashbury Heights / Parnassus,PARK
4,14,437000,12,4/30/13,Tue,Bret Harte,BAYVIEW
5,13,1145000,25,4/30/13,Tue,Buena Vista,PARK
6,22,545000,22,4/30/13,Tue,Cathedral Hill,NORTHERN
2,14,580000,5,4/30/13,Tue,Cayuga,INGLESIDE
5,33,1693000,9,4/30/13,Tue,Clarendon Heights,PARK
2,10,1150000,9,4/30/13,Tue,Corona Heights,PARK
3,17,1275000,33,4/30/13,Tue,Dolores Heights,MISSION
8,14,1175000,35,4/30/13,Tue,Eureka Valley,MISSION
8,14,850000,20,4/30/13,Tue,Fairmount,CENTRAL
,14.5,1193000,1,4/30/13,Tue,Forest Hill,TARAVAL
8,14,1035000,31,4/30/13,Tue,Golden Gate Heights,TARAVAL
2,10.5,1343000,15,4/30/13,Tue,Haight Ashbury,PARK
,15.5,730000,8,4/30/13,Tue,Holly Park,INGLESIDE
15,15,950000,34,4/30/13,Tue,Inner Richmond,RICHMOND
5,13,1191000,26,4/30/13,Tue,Inner Sunset,TARAVAL
5,19,1086000,17,4/30/13,Tue,Lake Street,NORTHERN
2,12,780000,8,4/30/13,Tue,Laurel Heights-Jordan Park,RICHMOND
2,13,1260000,14,4/30/13,Tue,Lone Mountain,RICHMOND
11,13,815000,39,4/30/13,Tue,Mission Bay,SOUTHERN
19,12.5,810000,66,4/30/13,Tue,Mission District,MISSION
7,11.5,856000,28,4/30/13,Tue,Mission Dolores,MISSION
24,13,1475000,85,4/30/13,Tue,Noe Valley,MISSION
74,13,1000000,200,4/30/13,Tue,Northeast San Francisco,CENTRAL
173,14,1050000,587,4/30/13,Tue,Northwest San Francisco,RICHMOND
5,28,600000,5,4/30/13,Tue,Outer Mission,INGLESIDE
18,15,910000,41,4/30/13,Tue,Outer Richmond,RICHMOND
36,14,785000,92,4/30/13,Tue,Outer Sunset,TARAVAL
8,14,824000,29,4/30/13,Tue,Panhandle,PARK
19,16,837000,25,4/30/13,Tue,Parkside,TARAVAL
2,13,1287000,9,4/30/13,Tue,Peralta Heights,BAYVIEW
7,15,2205000,18,4/30/13,Tue,Presidio Heights,NORTHERN
18,14.5,955000,57,4/30/13,Tue,Rincon Hill,SOUTHERN
3,14,3595000,10,4/30/13,Tue,Seacliff,RICHMOND
48,15,948000,134,4/30/13,Tue,South Beach,SOUTHERN
21,14,754000,74,4/30/13,Tue,South of Market,SOUTHERN
242,14,729000,632,4/30/13,Tue,Southeast San Francisco,BAYVIEW
228,14,905000,701,4/30/13,Tue,Southwest San Francisco,TARAVAL
6,13,890000,18,4/30/13,Tue,Sunnyside,INGLESIDE
8,41.5,355000,12,4/30/13,Tue,Tenderloin,TENDERLOIN
3,17,1175000,18,4/30/13,Tue,Union Street,CENTRAL
5,15,682000,5,4/30/13,Tue,University Mound,BAYVIEW
5,22,1080000,18,4/30/13,Tue,Upper Market,PARK
6,12,492000,16,4/30/13,Tue,Visitacion Valley,INGLESIDE
1,19,594000,5,5/31/13,Fri,Anza Vista,PARK
4,11,1275000,30,5/31/13,Fri,Ashbury Heights / Parnassus,PARK
6,13,427000,10,5/31/13,Fri,Bret Harte,BAYVIEW
8,13,1350000,30,5/31/13,Fri,Buena Vista,PARK
6,16,585000,26,5/31/13,Fri,Cathedral Hill,NORTHERN
5,9,631000,9,5/31/13,Fri,Cayuga,INGLESIDE
4,52.5,1185000,8,5/31/13,Fri,Clarendon Heights,PARK
4,10.5,859000,10,5/31/13,Fri,Corona Heights,PARK
6,15,1225000,29,5/31/13,Fri,Dolores Heights,MISSION
15,14.5,1300000,49,5/31/13,Fri,Eureka Valley,MISSION
4,14,1240000,20,5/31/13,Fri,Fairmount,CENTRAL
,351,800000,1,5/31/13,Fri,Forest Hill,TARAVAL
13,14,1061000,36,5/31/13,Fri,Golden Gate Heights,TARAVAL
2,9,1200000,11,5/31/13,Fri,Haight Ashbury,PARK
1,12,798000,10,5/31/13,Fri,Holly Park,INGLESIDE
17,14,1282000,42,5/31/13,Fri,Inner Richmond,RICHMOND
7,14,1131000,34,5/31/13,Fri,Inner Sunset,TARAVAL
4,17,965000,17,5/31/13,Fri,Lake Street,NORTHERN
,12,1434000,8,5/31/13,Fri,Laurel Heights-Jordan Park,RICHMOND
,13,1270000,8,5/31/13,Fri,Lone Mountain,RICHMOND
12,15,948000,38,5/31/13,Fri,Mission Bay,SOUTHERN
21,12,905000,74,5/31/13,Fri,Mission District,MISSION
2,13,907000,31,5/31/13,Fri,Mission Dolores,MISSION
26,13,1460000,104,5/31/13,Fri,Noe Valley,MISSION
89,14,906000,221,5/31/13,Fri,Northeast San Francisco,CENTRAL
207,13,1100000,625,5/31/13,Fri,Northwest San Francisco,RICHMOND
6,21,640000,6,5/31/13,Fri,Outer Mission,INGLESIDE
20,13,955000,40,5/31/13,Fri,Outer Richmond,RICHMOND
37,14,790000,112,5/31/13,Fri,Outer Sunset,TARAVAL
6,14,813000,29,5/31/13,Fri,Panhandle,PARK
19,14,950000,36,5/31/13,Fri,Parkside,TARAVAL
6,12.5,1331000,14,5/31/13,Fri,Peralta Heights,BAYVIEW
12,13.5,2100000,24,5/31/13,Fri,Presidio Heights,NORTHERN
21,14,975000,71,5/31/13,Fri,Rincon Hill,SOUTHERN
1,17,3003000,7,5/31/13,Fri,Seacliff,RICHMOND
42,14,964000,151,5/31/13,Fri,South Beach,SOUTHERN
18,14,753000,83,5/31/13,Fri,South of Market,SOUTHERN
249,14,755000,714,5/31/13,Fri,Southeast San Francisco,BAYVIEW
271,14,910000,845,5/31/13,Fri,Southwest San Francisco,TARAVAL
5,13,945000,19,5/31/13,Fri,Sunnyside,INGLESIDE
9,14,375000,14,5/31/13,Fri,Tenderloin,TENDERLOIN
6,14,1150000,20,5/31/13,Fri,Union Street,CENTRAL
7,15,682000,13,5/31/13,Fri,University Mound,BAYVIEW
16,18,1050000,29,5/31/13,Fri,Upper Market,PARK
4,12,540000,17,5/31/13,Fri,Visitacion Valley,INGLESIDE
,13.5,882000,6,6/30/13,Sun,Anza Vista,PARK
6,11.5,1180000,31,6/30/13,Sun,Ashbury Heights / Parnassus,PARK
6,18.5,415000,9,6/30/13,Sun,Bret Harte,BAYVIEW
8,13,1570000,25,6/30/13,Sun,Buena Vista,PARK
12,15,630000,27,6/30/13,Sun,Cathedral Hill,NORTHERN
4,13,655000,13,6/30/13,Sun,Cayuga,INGLESIDE
5,13.5,778000,8,6/30/13,Sun,Clarendon Heights,PARK
2,13,1150000,6,6/30/13,Sun,Corona Heights,PARK
12,15,1100000,36,6/30/13,Sun,Dolores Heights,MISSION
5,14.5,1425000,42,6/30/13,Sun,Eureka Valley,MISSION
2,13,1253000,19,6/30/13,Sun,Fairmount,CENTRAL
2,7,1385000,3,6/30/13,Sun,Forest Hill,TARAVAL
4,14,1063000,25,6/30/13,Sun,Golden Gate Heights,TARAVAL
1,11.5,1265000,10,6/30/13,Sun,Haight Ashbury,PARK
,12,852000,7,6/30/13,Sun,Holly Park,INGLESIDE
19,14,1211000,44,6/30/13,Sun,Inner Richmond,RICHMOND
8,13,1215000,30,6/30/13,Sun,Inner Sunset,TARAVAL
1,18,1738000,10,6/30/13,Sun,Lake Street,NORTHERN
,12,1191000,8,6/30/13,Sun,Laurel Heights-Jordan Park,RICHMOND
3,15,1385000,9,6/30/13,Sun,Lone Mountain,RICHMOND
11,17,870000,38,6/30/13,Sun,Mission Bay,SOUTHERN
24,13,1025000,77,6/30/13,Sun,Mission District,MISSION
3,13,835000,32,6/30/13,Sun,Mission Dolores,MISSION
23,13,1350000,115,6/30/13,Sun,Noe Valley,MISSION
87,14,859000,199,6/30/13,Sun,Northeast San Francisco,CENTRAL
209,13,1150000,606,6/30/13,Sun,Northwest San Francisco,RICHMOND
10,14,705000,11,6/30/13,Sun,Outer Mission,INGLESIDE
21,18,955000,48,6/30/13,Sun,Outer Richmond,RICHMOND
45,14,780000,125,6/30/13,Sun,Outer Sunset,TARAVAL
1,15,844000,21,6/30/13,Sun,Panhandle,PARK
12,13.5,960000,43,6/30/13,Sun,Parkside,TARAVAL
6,13,1331000,19,6/30/13,Sun,Peralta Heights,BAYVIEW
9,13,2000000,24,6/30/13,Sun,Presidio Heights,NORTHERN
23,13.5,1015000,76,6/30/13,Sun,Rincon Hill,SOUTHERN
2,15.5,2738000,5,6/30/13,Sun,Seacliff,RICHMOND
64,13.5,958000,169,6/30/13,Sun,South Beach,SOUTHERN
23,14,750000,77,6/30/13,Sun,South of Market,SOUTHERN
269,14,749000,744,6/30/13,Sun,Southeast San Francisco,BAYVIEW
248,14,915000,861,6/30/13,Sun,Southwest San Francisco,TARAVAL
5,14,840000,22,6/30/13,Sun,Sunnyside,INGLESIDE
8,11.5,393000,11,6/30/13,Sun,Tenderloin,TENDERLOIN
7,12,1280000,21,6/30/13,Sun,Union Street,CENTRAL
5,14.5,768000,13,6/30/13,Sun,University Mound,BAYVIEW
6,17.5,750000,27,6/30/13,Sun,Upper Market,PARK
7,14.5,598000,15,6/30/13,Sun,Visitacion Valley,INGLESIDE
4,19,915000,10,7/31/13,Wed,Anza Vista,PARK
5,12,1214000,28,7/31/13,Wed,Ashbury Heights / Parnassus,PARK
6,36,460000,10,7/31/13,Wed,Bret Harte,BAYVIEW
12,14,1500000,25,7/31/13,Wed,Buena Vista,PARK
9,14,643000,27,7/31/13,Wed,Cathedral Hill,NORTHERN
5,14,680000,15,7/31/13,Wed,Cayuga,INGLESIDE
2,40,599000,8,7/31/13,Wed,Clarendon Heights,PARK
2,14,1065000,6,7/31/13,Wed,Corona Heights,PARK
8,13.5,1140000,32,7/31/13,Wed,Dolores Heights,MISSION
8,15,1320000,39,7/31/13,Wed,Eureka Valley,MISSION
8,12,1200000,16,7/31/13,Wed,Fairmount,CENTRAL
1,10,1668000,8,7/31/13,Wed,Forest Hill,TARAVAL
7,15,1125000,28,7/31/13,Wed,Golden Gate Heights,TARAVAL
1,12,1265000,8,7/31/13,Wed,Haight Ashbury,PARK
1,10,1053000,7,7/31/13,Wed,Holly Park,INGLESIDE
19,14,1206000,50,7/31/13,Wed,Inner Richmond,RICHMOND
5,13,1178000,28,7/31/13,Wed,Inner Sunset,TARAVAL
1,18,1738000,10,7/31/13,Wed,Lake Street,NORTHERN
3,13,1191000,9,7/31/13,Wed,Laurel Heights-Jordan Park,RICHMOND
3,17,1370000,11,7/31/13,Wed,Lone Mountain,RICHMOND
12,19,900000,33,7/31/13,Wed,Mission Bay,SOUTHERN
19,14,961000,70,7/31/13,Wed,Mission District,MISSION
7,13,996000,31,7/31/13,Wed,Mission Dolores,MISSION
23,13,1210000,100,7/31/13,Wed,Noe Valley,MISSION
80,17,810000,192,7/31/13,Wed,Northeast San Francisco,CENTRAL
208,14,1160000,597,7/31/13,Wed,Northwest San Francisco,RICHMOND
7,28,685000,12,7/31/13,Wed,Outer Mission,INGLESIDE
29,18,882000,54,7/31/13,Wed,Outer Richmond,RICHMOND
37,15,800000,118,7/31/13,Wed,Outer Sunset,TARAVAL
4,15.5,853000,13,7/31/13,Wed,Panhandle,PARK
16,14,880000,36,7/31/13,Wed,Parkside,TARAVAL
4,12,1375000,18,7/31/13,Wed,Peralta Heights,BAYVIEW
8,15,1850000,25,7/31/13,Wed,Presidio Heights,NORTHERN
21,14,1020000,72,7/31/13,Wed,Rincon Hill,SOUTHERN
4,14,2523000,4,7/31/13,Wed,Seacliff,RICHMOND
54,14,955000,156,7/31/13,Wed,South Beach,SOUTHERN
14,17,722000,70,7/31/13,Wed,South of Market,SOUTHERN
238,14,755000,704,7/31/13,Wed,Southeast San Francisco,BAYVIEW
253,14,900000,831,7/31/13,Wed,Southwest San Francisco,TARAVAL
4,14.5,829000,20,7/31/13,Wed,Sunnyside,INGLESIDE
7,11,429000,8,7/31/13,Wed,Tenderloin,TENDERLOIN
7,11.5,1258000,22,7/31/13,Wed,Union Street,CENTRAL
5,16,680000,16,7/31/13,Wed,University Mound,BAYVIEW
8,23,1075000,25,7/31/13,Wed,Upper Market,PARK
9,13.5,629000,21,7/31/13,Wed,Visitacion Valley,INGLESIDE
6,8,1375000,20,8/31/13,Sat,Anza Vista,PARK
3,12,1275000,22,8/31/13,Sat,Ashbury Heights / Parnassus,PARK
6,42,470000,10,8/31/13,Sat,Bret Harte,BAYVIEW
8,13,1370000,21,8/31/13,Sat,Buena Vista,PARK
6,15,648000,24,8/31/13,Sat,Cathedral Hill,NORTHERN
6,14.5,675000,15,8/31/13,Sat,Cayuga,INGLESIDE
2,40,594000,9,8/31/13,Sat,Clarendon Heights,PARK
1,16.5,1063000,6,8/31/13,Sat,Corona Heights,PARK
5,14,1340000,27,8/31/13,Sat,Dolores Heights,MISSION
3,14,1340000,27,8/31/13,Sat,Eureka Valley,MISSION
3,14,1280000,14,8/31/13,Sat,Fairmount,CENTRAL
